,1,3,6,7,8,9,11,12,13,15,16,19,21,22,23,24,25,27,30,31
0,0.09090909090909091,1.0,0.16666666666666666,0.05555555555555555,0.14285714285714285,0.5,0.05,0.058823529411764705,0.1111111111111111,0.2,0.125,0.1,0.06666666666666667,0.07142857142857142,0.07692307692307693,0.05263157894736842,0.08333333333333333,0.0625,0.25,0.3333333333333333
1,0.2,1.0,0.3333333333333333,0.13333333333333333,0.2857142857142857,2.0,0.1111111111111111,0.11764705882352941,0.2222222222222222,0.4,0.25,0.125,0.15384615384615385,0.1,0.16666666666666666,0.10526315789473684,0.18181818181818182,0.14285714285714285,0.6666666666666666,0.5
2,0.30000000000000004,1.5,0.5,0.2,0.42857142857142855,3.0,0.1764705882352941,0.16666666666666666,0.3333333333333333,0.6000000000000001,0.375,0.1875,0.23076923076923078,0.15000000000000002,0.25,0.15789473684210525,0.2727272727272727,0.21428571428571427,1.0,0.75
3,0.4,2.0,0.6666666666666666,0.26666666666666666,0.5714285714285714,4.0,0.23529411764705882,0.2222222222222222,0.4444444444444444,0.8,0.5,0.25,0.3076923076923077,0.21052631578947367,0.3333333333333333,0.2,0.36363636363636365,0.2857142857142857,1.3333333333333333,1.0
4,0.5,2.5,0.8333333333333333,0.3333333333333333,0.7142857142857142,5.0,0.29411764705882354,0.2777777777777778,0.5555555555555556,1.0,0.625,0.3125,0.38461538461538464,0.2631578947368421,0.41666666666666663,0.25,0.4545454545454546,0.3571428571428571,1.6666666666666665,1.25
5,0.6000000000000001,3.0,1.0,0.4,0.8571428571428571,6.0,0.3333333333333333,0.3529411764705882,0.6666666666666666,1.2000000000000002,0.75,0.375,0.46153846153846156,0.3157894736842105,0.5,0.30000000000000004,0.5454545454545454,0.42857142857142855,2.0,1.5
6,0.7000000000000001,3.5,1.1666666666666665,0.4666666666666667,1.0,7.0,0.4117647058823529,0.38888888888888884,0.7777777777777777,1.4000000000000001,0.875,0.4375,0.5384615384615385,0.35000000000000003,0.5833333333333333,0.3684210526315789,0.6363636363636364,0.5,2.333333333333333,1.75
7,0.8,4.0,1.3333333333333333,0.5333333333333333,1.1428571428571428,8.0,0.47058823529411764,0.4444444444444444,0.8888888888888888,1.6,1.0,0.5,0.6153846153846154,0.42105263157894735,0.6666666666666666,0.4,0.7272727272727273,0.5714285714285714,2.6666666666666665,2.0
8,0.9,4.5,1.5,0.6,1.2857142857142856,9.0,0.5294117647058824,0.5,1.0,1.8,1.125,0.5625,0.6923076923076923,0.47368421052631576,0.75,0.45,0.8181818181818182,0.6428571428571428,3.0,2.25
9,1.0,5.0,1.6666666666666665,0.6666666666666666,1.4285714285714284,10.0,0.5555555555555556,0.5882352941176471,1.1111111111111112,2.0,1.25,0.625,0.7692307692307693,0.5,0.8333333333333333,0.5263157894736842,0.9090909090909092,0.7142857142857142,3.333333333333333,2.5
10,1.1,5.5,1.8333333333333333,0.7333333333333333,1.5714285714285714,11.0,0.6470588235294118,0.611111111111111,1.222222222222222,2.2,1.375,0.6875,0.8461538461538463,0.55,0.9166666666666666,0.5789473684210527,1.0,0.7857142857142857,3.6666666666666665,2.75
11,1.2000000000000002,6.0,2.0,0.8,1.7142857142857142,12.0,0.7058823529411764,0.6666666666666666,1.3333333333333333,2.4000000000000004,1.5,0.75,0.9230769230769231,0.631578947368421,1.0,0.6000000000000001,1.0909090909090908,0.8571428571428571,4.0,3.0
12,1.3,6.5,2.1666666666666665,0.8666666666666667,1.857142857142857,13.0,0.7647058823529411,0.7222222222222222,1.4444444444444444,2.6,1.625,0.8125,1.0,0.65,1.0833333333333333,0.6842105263157894,1.1818181818181819,0.9285714285714285,4.333333333333333,3.25
13,1.4000000000000001,7.0,2.333333333333333,0.9333333333333333,2.0,14.0,0.7777777777777777,0.8235294117647058,1.5555555555555554,2.8000000000000003,1.75,0.875,1.076923076923077,0.7000000000000001,1.1666666666666665,0.7368421052631579,1.2727272727272727,1.0,4.666666666666666,3.5
14,1.5,7.5,2.5,1.0,2.142857142857143,15.0,0.8823529411764706,0.8333333333333333,1.6666666666666665,3.0,1.875,0.9375,1.153846153846154,0.75,1.25,0.7894736842105263,1.3636363636363638,1.0714285714285714,5.0,3.75
15,1.6,8.0,2.6666666666666665,1.0666666666666667,2.2857142857142856,16.0,0.9411764705882353,0.8888888888888888,1.7777777777777777,3.2,2.0,1.0,1.2307692307692308,0.8,1.3333333333333333,0.8421052631578947,1.4545454545454546,1.1428571428571428,5.333333333333333,4.0
16,1.7000000000000002,8.5,2.833333333333333,1.1333333333333333,2.4285714285714284,17.0,1.0,0.9444444444444444,1.8888888888888888,3.4000000000000004,2.125,1.0625,1.3076923076923077,0.8500000000000001,1.4166666666666665,0.894736842105263,1.5454545454545454,1.2142857142857142,5.666666666666666,4.25
17,1.8,9.0,3.0,1.2,2.571428571428571,18.0,1.0,1.125,2.0,3.6,2.25,1.0588235294117647,1.3846153846153846,0.9,1.5,0.9473684210526315,1.6363636363636365,1.2857142857142856,6.0,4.5
18,1.9000000000000001,9.5,3.1666666666666665,1.357142857142857,2.714285714285714,19.0,1.1176470588235294,1.0555555555555556,2.111111111111111,3.8000000000000003,2.375,1.1875,1.4615384615384617,0.9500000000000001,1.5833333333333333,1.0,1.7272727272727273,1.2666666666666666,6.333333333333333,4.75
19,2.0,10.0,3.333333333333333,1.4285714285714284,2.8571428571428568,20.0,1.1764705882352942,1.1111111111111112,2.2222222222222223,4.0,2.5,1.25,1.5384615384615385,1.0,1.6666666666666665,1.0526315789473684,1.8181818181818183,1.3333333333333333,6.666666666666666,5.0
