,driver,lap,trackStatus,position,grid,performance,trackTemp,airTemp,raining,tyre,tyreLap,track,team,driverPrev,teamPrev,driverNext,teamNext
780,21,33,0,12,12,0,36.6,23.8,0.0,3,32,9,5,5,5,29,5
712,20,33,0,13,13,0,36.8,23.9,0.0,3,32,9,5,14,14,21,14
1120,27,33,0,14,14,0,37.1,24.1,0.0,2,32,9,14,8,8,20,8
100,3,33,0,15,15,0,36.7,23.9,0.0,3,35,9,8,12,12,27,12
168,4,33,0,16,16,0,33.4,24.2,0.0,2,32,9,12,13,13,3,13
236,6,33,0,17,17,0,37.2,23.7,0.0,3,32,9,13,12,12,4,12
576,15,33,0,18,18,0,36.8,23.9,0.0,2,32,9,12,14,14,6,14
1052,26,33,0,19,19,0,38.4,24.3,0.0,2,32,9,14,13,13,15,13
440,10,33,0,20,20,0,37.1,24.1,0.0,0,31,9,13,8,8,26,8
373,9,34,0,1,1,0,36.8,23.9,0.0,3,36,9,8,4,4,9,4
849,22,34,0,2,2,0,36.6,23.8,0.0,3,36,9,4,4,4,9,4
1325,31,34,0,3,3,0,36.6,23.8,0.0,3,36,9,4,6,6,22,6
645,16,34,0,4,4,0,36.4,23.5,0.0,3,36,9,6,10,10,31,10
1257,30,34,0,5,5,0,36.6,23.8,0.0,2,36,9,10,6,6,16,6
305,8,34,0,6,6,0,36.6,23.8,0.0,3,36,9,6,11,11,30,11
509,11,34,0,7,7,0,36.8,23.9,0.0,3,36,9,11,10,10,8,10
917,23,34,0,8,8,0,36.4,23.5,0.0,2,36,9,10,11,11,11,11
985,25,34,0,9,9,0,36.7,23.9,0.0,3,36,9,11,7,7,23,7
33,2,34,0,10,10,0,38.2,24.2,0.0,3,33,9,7,7,7,25,7
1189,29,34,0,11,11,0,37.1,24.1,0.0,3,33,9,7,5,5,2,5
781,21,34,0,12,12,0,36.6,23.8,0.0,3,33,9,5,5,5,29,5
713,20,34,0,13,13,0,36.8,23.9,0.0,3,33,9,5,14,14,21,14
1121,27,34,0,14,14,0,37.1,24.1,0.0,2,33,9,14,8,8,20,8
101,3,34,0,15,15,0,36.7,23.9,0.0,3,36,9,8,12,12,27,12
169,4,34,0,16,16,0,33.4,24.2,0.0,2,33,9,12,13,13,3,13
237,6,34,0,17,17,0,37.2,23.7,0.0,3,33,9,13,12,12,4,12
577,15,34,0,18,18,0,36.8,23.9,0.0,2,33,9,12,14,14,6,14
1053,26,34,0,19,19,0,38.4,24.3,0.0,2,33,9,14,13,13,15,13
441,10,34,0,20,20,0,37.1,24.1,0.0,0,32,9,13,8,8,26,8
374,9,35,0,1,1,0,36.8,23.9,0.0,3,37,9,8,4,4,9,4
850,22,35,0,2,2,0,36.6,23.8,0.0,3,37,9,4,4,4,9,4
1326,31,35,0,3,3,0,36.6,23.8,0.0,3,37,9,4,6,6,22,6
646,16,35,0,4,4,0,36.4,23.5,0.0,3,37,9,6,10,10,31,10
1258,30,35,0,5,5,0,36.6,23.8,0.0,2,37,9,10,6,6,16,6
306,8,35,0,6,6,0,36.6,23.8,0.0,3,37,9,6,11,11,30,11
510,11,35,0,7,7,0,36.8,23.9,0.0,3,37,9,11,10,10,8,10
918,23,35,0,8,8,0,36.4,23.5,0.0,2,37,9,10,11,11,11,11
986,25,35,0,9,9,0,36.7,23.9,0.0,3,37,9,11,7,7,23,7
34,2,35,0,10,10,0,38.2,24.2,0.0,3,34,9,7,7,7,25,7
1190,29,35,0,11,11,0,37.1,24.1,0.0,3,34,9,7,5,5,2,5
782,21,35,0,12,12,0,36.6,23.8,0.0,3,34,9,5,5,5,29,5
714,20,35,0,13,13,0,36.8,23.9,0.0,3,34,9,5,14,14,21,14
1122,27,35,0,14,14,0,37.1,24.1,0.0,2,34,9,14,8,8,20,8
102,3,35,0,15,15,0,36.7,23.9,0.0,3,37,9,8,12,12,27,12
170,4,35,0,16,16,0,33.4,24.2,0.0,2,34,9,12,13,13,3,13
238,6,35,0,17,17,0,37.2,23.7,0.0,3,34,9,13,12,12,4,12
578,15,35,0,18,18,0,36.8,23.9,0.0,2,34,9,12,14,14,6,14
1054,26,35,0,19,19,0,38.4,24.3,0.0,2,34,9,14,13,13,15,13
442,10,35,0,20,20,0,37.1,24.1,0.0,0,33,9,13,8,8,26,8
375,9,36,0,1,1,0,36.8,23.9,0.0,3,38,9,8,4,4,9,4
851,22,36,0,2,2,0,36.6,23.8,0.0,3,38,9,4,4,4,9,4
1327,31,36,0,3,3,0,36.6,23.8,0.0,3,38,9,4,6,6,22,6
647,16,36,0,4,4,0,36.4,23.5,0.0,3,38,9,6,10,10,31,10
1259,30,36,0,5,5,0,36.6,23.8,0.0,2,38,9,10,6,6,16,6
307,8,36,0,6,6,0,36.6,23.8,0.0,3,38,9,6,11,11,30,11
511,11,36,0,7,7,0,36.8,23.9,0.0,3,38,9,11,10,10,8,10
919,23,36,0,8,8,0,36.4,23.5,0.0,2,38,9,10,11,11,11,11
987,25,36,0,9,9,0,36.7,23.9,0.0,3,38,9,11,7,7,23,7
35,2,36,0,10,10,0,38.2,24.2,0.0,3,35,9,7,7,7,25,7
1191,29,36,0,11,11,0,37.1,24.1,0.0,3,35,9,7,5,5,2,5
783,21,36,0,12,12,0,36.6,23.8,0.0,3,35,9,5,5,5,29,5
715,20,36,0,13,13,0,36.8,23.9,0.0,3,35,9,5,14,14,21,14
1123,27,36,0,14,14,0,37.1,24.1,0.0,2,35,9,14,8,8,20,8
103,3,36,0,15,15,0,36.7,23.9,0.0,3,38,9,8,12,12,27,12
171,4,36,0,16,16,0,33.4,24.2,0.0,2,35,9,12,13,13,3,13
239,6,36,0,17,17,0,37.2,23.7,0.0,3,35,9,13,12,12,4,12
579,15,36,0,18,18,0,36.8,23.9,0.0,2,35,9,12,14,14,6,14
1055,26,36,0,19,19,0,38.4,24.3,0.0,2,35,9,14,13,13,15,13
443,10,36,0,20,20,0,37.1,24.1,0.0,0,34,9,13,8,8,26,8
376,9,37,0,1,1,0,36.8,23.9,0.0,3,39,9,8,4,4,9,4
852,22,37,0,2,2,0,36.6,23.8,0.0,3,39,9,4,4,4,9,4
1328,31,37,0,3,3,0,36.6,23.8,0.0,3,39,9,4,6,6,22,6
648,16,37,0,4,4,0,36.4,23.5,0.0,3,39,9,6,10,10,31,10
1260,30,37,0,5,5,0,36.6,23.8,0.0,2,39,9,10,6,6,16,6
308,8,37,0,6,6,0,36.6,23.8,0.0,3,39,9,6,11,11,30,11
512,11,37,0,7,7,0,36.8,23.9,0.0,3,39,9,11,10,10,8,10
920,23,37,0,8,8,0,36.4,23.5,0.0,2,39,9,10,11,11,11,11
988,25,37,0,9,9,0,36.7,23.9,0.0,3,39,9,11,7,7,23,7
36,2,37,0,10,10,0,38.2,24.2,0.0,3,36,9,7,7,7,25,7
1192,29,37,0,11,11,0,37.1,24.1,0.0,3,36,9,7,5,5,2,5
784,21,37,0,12,12,0,36.6,23.8,0.0,3,36,9,5,5,5,29,5
716,20,37,0,13,13,0,36.8,23.9,0.0,3,36,9,5,14,14,21,14
1124,27,37,0,14,14,0,37.1,24.1,0.0,2,36,9,14,8,8,20,8
104,3,37,0,15,15,0,36.7,23.9,0.0,3,39,9,8,12,12,27,12
172,4,37,0,16,16,0,33.4,24.2,0.0,2,36,9,12,13,13,3,13
240,6,37,0,17,17,0,37.2,23.7,0.0,3,36,9,13,12,12,4,12
580,15,37,0,18,18,0,36.8,23.9,0.0,2,36,9,12,14,14,6,14
1056,26,37,0,19,19,0,38.4,24.3,0.0,2,36,9,14,13,13,15,13
444,10,37,0,20,20,0,37.1,24.1,0.0,0,35,9,13,8,8,26,8
377,9,38,0,1,1,0,36.8,23.9,0.0,3,40,9,8,4,4,9,4
853,22,38,0,2,2,0,36.6,23.8,0.0,3,40,9,4,4,4,9,4
1329,31,38,0,3,3,0,36.6,23.8,0.0,3,40,9,4,6,6,22,6
649,16,38,0,4,4,0,36.4,23.5,0.0,3,40,9,6,10,10,31,10
1261,30,38,0,5,5,0,36.6,23.8,0.0,2,40,9,10,6,6,16,6
309,8,38,0,6,6,0,36.6,23.8,0.0,3,40,9,6,11,11,30,11
513,11,38,0,7,7,0,36.8,23.9,0.0,3,40,9,11,10,10,8,10
921,23,38,0,8,8,0,36.4,23.5,0.0,2,40,9,10,11,11,11,11
989,25,38,0,9,9,0,36.7,23.9,0.0,3,40,9,11,7,7,23,7
37,2,38,0,10,10,0,38.2,24.2,0.0,3,37,9,7,7,7,25,7
1193,29,38,0,11,11,0,37.1,24.1,0.0,3,37,9,7,5,5,2,5
785,21,38,0,12,12,0,36.6,23.8,0.0,3,37,9,5,5,5,29,5
717,20,38,0,13,13,0,36.8,23.9,0.0,3,37,9,5,14,14,21,14
1125,27,38,0,14,14,0,37.1,24.1,0.0,2,37,9,14,8,8,20,8
105,3,38,0,15,15,0,36.7,23.9,0.0,3,40,9,8,12,12,27,12
173,4,38,0,16,16,0,33.4,24.2,0.0,2,37,9,12,13,13,3,13
241,6,38,0,17,17,0,37.2,23.7,0.0,3,37,9,13,12,12,4,12
581,15,38,0,18,18,0,36.8,23.9,0.0,2,37,9,12,14,14,6,14
1057,26,38,0,19,19,0,38.4,24.3,0.0,2,37,9,14,13,13,15,13
445,10,38,0,20,20,0,37.1,24.1,0.0,0,36,9,13,8,8,26,8
378,9,39,0,1,1,0,36.8,23.9,0.0,3,41,9,8,4,4,9,4
854,22,39,0,2,2,0,36.6,23.8,0.0,3,41,9,4,4,4,9,4
1330,31,39,0,3,3,0,36.6,23.8,0.0,3,41,9,4,6,6,22,6
650,16,39,0,4,4,0,36.4,23.5,0.0,3,41,9,6,10,10,31,10
1262,30,39,0,5,5,0,36.6,23.8,0.0,2,41,9,10,6,6,16,6
310,8,39,0,6,6,0,36.6,23.8,0.0,3,41,9,6,11,11,30,11
514,11,39,0,7,7,0,36.8,23.9,0.0,3,41,9,11,10,10,8,10
922,23,39,0,8,8,0,36.4,23.5,0.0,2,41,9,10,11,11,11,11
990,25,39,0,9,9,0,36.7,23.9,0.0,3,41,9,11,7,7,23,7
38,2,39,0,10,10,0,38.2,24.2,0.0,3,38,9,7,7,7,25,7
1194,29,39,0,11,11,0,37.1,24.1,0.0,3,38,9,7,5,5,2,5
786,21,39,0,12,12,0,36.6,23.8,0.0,3,38,9,5,5,5,29,5
718,20,39,0,13,13,0,36.8,23.9,0.0,3,38,9,5,14,14,21,14
1126,27,39,0,14,14,0,37.1,24.1,0.0,2,38,9,14,8,8,20,8
106,3,39,0,15,15,0,36.7,23.9,0.0,3,41,9,8,12,12,27,12
174,4,39,0,16,16,0,33.4,24.2,0.0,2,38,9,12,13,13,3,13
242,6,39,0,17,17,0,37.2,23.7,0.0,3,38,9,13,12,12,4,12
582,15,39,0,18,18,0,36.8,23.9,0.0,2,38,9,12,14,14,6,14
1058,26,39,0,19,19,0,38.4,24.3,0.0,2,38,9,14,13,13,15,13
446,10,39,0,20,20,0,37.1,24.1,0.0,0,37,9,13,8,8,26,8
379,9,40,0,1,1,0,36.8,23.9,0.0,3,42,9,8,4,4,9,4
855,22,40,0,2,2,0,36.6,23.8,0.0,3,42,9,4,4,4,9,4
1331,31,40,0,3,3,0,36.6,23.8,0.0,3,42,9,4,6,6,22,6
651,16,40,0,4,4,0,36.4,23.5,0.0,3,42,9,6,10,10,31,10
1263,30,40,0,5,5,0,36.6,23.8,0.0,2,42,9,10,6,6,16,6
311,8,40,0,6,6,0,36.6,23.8,0.0,3,42,9,6,11,11,30,11
515,11,40,0,7,7,0,36.8,23.9,0.0,3,42,9,11,10,10,8,10
923,23,40,0,8,8,0,36.4,23.5,0.0,2,42,9,10,11,11,11,11
991,25,40,0,9,9,0,36.7,23.9,0.0,3,42,9,11,7,7,23,7
39,2,40,0,10,10,0,38.2,24.2,0.0,3,39,9,7,7,7,25,7
1195,29,40,0,11,11,0,37.1,24.1,0.0,3,39,9,7,5,5,2,5
787,21,40,0,12,12,0,36.6,23.8,0.0,3,39,9,5,5,5,29,5
719,20,40,0,13,13,0,36.8,23.9,0.0,3,39,9,5,14,14,21,14
1127,27,40,0,14,14,0,37.1,24.1,0.0,2,39,9,14,8,8,20,8
107,3,40,0,15,15,0,36.7,23.9,0.0,3,42,9,8,12,12,27,12
175,4,40,0,16,16,0,33.4,24.2,0.0,2,39,9,12,13,13,3,13
243,6,40,0,17,17,0,37.2,23.7,0.0,3,39,9,13,12,12,4,12
583,15,40,0,18,18,0,36.8,23.9,0.0,2,39,9,12,14,14,6,14
1059,26,40,0,19,19,0,38.4,24.3,0.0,2,39,9,14,13,13,15,13
447,10,40,0,20,20,0,37.1,24.1,0.0,0,38,9,13,8,8,26,8
380,9,41,0,1,1,0,36.8,23.9,0.0,3,43,9,8,4,4,9,4
856,22,41,0,2,2,0,36.6,23.8,0.0,3,43,9,4,4,4,9,4
1332,31,41,0,3,3,0,36.6,23.8,0.0,3,43,9,4,6,6,22,6
652,16,41,0,4,4,0,36.4,23.5,0.0,3,43,9,6,10,10,31,10
1264,30,41,0,5,5,0,36.6,23.8,0.0,2,43,9,10,6,6,16,6
312,8,41,0,6,6,0,36.6,23.8,0.0,3,43,9,6,11,11,30,11
516,11,41,0,7,7,0,36.8,23.9,0.0,3,43,9,11,10,10,8,10
924,23,41,0,8,8,0,36.4,23.5,0.0,2,43,9,10,11,11,11,11
992,25,41,0,9,9,0,36.7,23.9,0.0,3,43,9,11,7,7,23,7
40,2,41,0,10,10,0,38.2,24.2,0.0,3,40,9,7,7,7,25,7
1196,29,41,0,11,11,0,37.1,24.1,0.0,3,40,9,7,5,5,2,5
788,21,41,0,12,12,0,36.6,23.8,0.0,3,40,9,5,5,5,29,5
720,20,41,0,13,13,0,36.8,23.9,0.0,3,40,9,5,14,14,21,14
1128,27,41,0,14,14,0,37.1,24.1,0.0,2,40,9,14,8,8,20,8
108,3,41,0,15,15,0,36.7,23.9,0.0,3,43,9,8,12,12,27,12
176,4,41,0,16,16,0,33.4,24.2,0.0,2,40,9,12,13,13,3,13
244,6,41,0,17,17,0,37.2,23.7,0.0,3,40,9,13,12,12,4,12
584,15,41,0,18,18,0,36.8,23.9,0.0,2,40,9,12,14,14,6,14
1060,26,41,0,19,19,0,38.4,24.3,0.0,2,40,9,14,13,13,15,13
448,10,41,0,20,20,0,37.1,24.1,0.0,0,39,9,13,8,8,26,8
381,9,42,0,1,1,0,36.8,23.9,0.0,3,44,9,8,4,4,9,4
857,22,42,0,2,2,0,36.6,23.8,0.0,3,44,9,4,4,4,9,4
1333,31,42,0,3,3,0,36.6,23.8,0.0,3,44,9,4,6,6,22,6
653,16,42,0,4,4,0,36.4,23.5,0.0,3,44,9,6,10,10,31,10
1265,30,42,0,5,5,0,36.6,23.8,0.0,2,44,9,10,6,6,16,6
313,8,42,0,6,6,0,36.6,23.8,0.0,3,44,9,6,11,11,30,11
517,11,42,0,7,7,0,36.8,23.9,0.0,3,44,9,11,10,10,8,10
925,23,42,0,8,8,0,36.4,23.5,0.0,2,44,9,10,11,11,11,11
993,25,42,0,9,9,0,36.7,23.9,0.0,3,44,9,11,7,7,23,7
41,2,42,0,10,10,0,38.2,24.2,0.0,3,41,9,7,7,7,25,7
1197,29,42,0,11,11,0,37.1,24.1,0.0,3,41,9,7,5,5,2,5
789,21,42,0,12,12,0,36.6,23.8,0.0,3,41,9,5,5,5,29,5
721,20,42,0,13,13,0,36.8,23.9,0.0,3,41,9,5,14,14,21,14
1129,27,42,0,14,14,0,37.1,24.1,0.0,2,41,9,14,8,8,20,8
109,3,42,0,15,15,0,36.7,23.9,0.0,3,44,9,8,12,12,27,12
177,4,42,0,16,16,0,33.4,24.2,0.0,2,41,9,12,13,13,3,13
245,6,42,0,17,17,0,37.2,23.7,0.0,3,41,9,13,12,12,4,12
585,15,42,0,18,18,0,36.8,23.9,0.0,2,41,9,12,14,14,6,14
1061,26,42,0,19,19,0,38.4,24.3,0.0,2,41,9,14,13,13,15,13
449,10,42,0,20,20,0,37.1,24.1,0.0,0,40,9,13,8,8,26,8
382,9,43,0,1,1,0,36.8,23.9,0.0,3,45,9,8,4,4,9,4
858,22,43,0,2,2,0,36.6,23.8,0.0,3,45,9,4,4,4,9,4
1334,31,43,0,3,3,0,36.6,23.8,0.0,3,45,9,4,6,6,22,6
654,16,43,0,4,4,0,36.4,23.5,0.0,3,45,9,6,10,10,31,10
1266,30,43,0,5,5,0,36.6,23.8,0.0,2,45,9,10,6,6,16,6
314,8,43,0,6,6,0,36.6,23.8,0.0,3,45,9,6,11,11,30,11
518,11,43,0,7,7,0,36.8,23.9,0.0,3,45,9,11,10,10,8,10
926,23,43,0,8,8,0,36.4,23.5,0.0,2,45,9,10,11,11,11,11
994,25,43,0,9,9,0,36.7,23.9,0.0,3,45,9,11,7,7,23,7
42,2,43,0,10,10,0,38.2,24.2,0.0,3,42,9,7,7,7,25,7
1198,29,43,0,11,11,0,37.1,24.1,0.0,3,42,9,7,5,5,2,5
790,21,43,0,12,12,0,36.6,23.8,0.0,3,42,9,5,5,5,29,5
722,20,43,0,13,13,0,36.8,23.9,0.0,3,42,9,5,14,14,21,14
1130,27,43,0,14,14,0,37.1,24.1,0.0,2,42,9,14,8,8,20,8
110,3,43,0,15,15,0,36.7,23.9,0.0,3,45,9,8,12,12,27,12
178,4,43,0,16,16,0,33.4,24.2,0.0,2,42,9,12,13,13,3,13
246,6,43,0,17,17,0,37.2,23.7,0.0,3,42,9,13,12,12,4,12
586,15,43,0,18,18,0,36.8,23.9,0.0,2,42,9,12,14,14,6,14
1062,26,43,0,19,19,0,38.4,24.3,0.0,2,42,9,14,13,13,15,13
450,10,43,0,20,20,0,37.1,24.1,0.0,0,41,9,13,8,8,26,8
383,9,44,0,1,1,0,36.8,23.9,0.0,3,46,9,8,4,4,9,4
859,22,44,0,2,2,0,36.6,23.8,0.0,3,46,9,4,4,4,9,4
1335,31,44,0,3,3,0,36.6,23.8,0.0,3,46,9,4,6,6,22,6
655,16,44,0,4,4,0,36.4,23.5,0.0,3,46,9,6,10,10,31,10
1267,30,44,0,5,5,0,36.6,23.8,0.0,2,46,9,10,6,6,16,6
315,8,44,0,6,6,0,36.6,23.8,0.0,3,46,9,6,11,11,30,11
519,11,44,0,7,7,0,36.8,23.9,0.0,3,46,9,11,10,10,8,10
927,23,44,0,8,8,0,36.4,23.5,0.0,2,46,9,10,11,11,11,11
995,25,44,0,9,9,0,36.7,23.9,0.0,3,46,9,11,7,7,23,7
43,2,44,0,10,10,0,38.2,24.2,0.0,3,43,9,7,7,7,25,7
1199,29,44,0,11,11,0,37.1,24.1,0.0,3,43,9,7,5,5,2,5
791,21,44,0,12,12,0,36.6,23.8,0.0,3,43,9,5,5,5,29,5
723,20,44,0,13,13,0,36.8,23.9,0.0,3,43,9,5,14,14,21,14
1131,27,44,0,14,14,0,37.1,24.1,0.0,2,43,9,14,8,8,20,8
111,3,44,0,15,15,0,36.7,23.9,0.0,3,46,9,8,12,12,27,12
179,4,44,0,16,16,0,33.4,24.2,0.0,2,43,9,12,13,13,3,13
247,6,44,0,17,17,0,37.2,23.7,0.0,3,43,9,13,12,12,4,12
587,15,44,0,18,18,0,36.8,23.9,0.0,2,43,9,12,14,14,6,14
1063,26,44,0,19,19,0,38.4,24.3,0.0,2,43,9,14,13,13,15,13
451,10,44,0,20,20,0,37.1,24.1,0.0,0,42,9,13,8,8,26,8
384,9,45,0,1,1,0,36.8,23.9,0.0,3,47,9,8,4,4,9,4
860,22,45,0,2,2,0,36.6,23.8,0.0,3,47,9,4,4,4,9,4
1336,31,45,0,3,3,0,36.6,23.8,0.0,3,47,9,4,6,6,22,6
656,16,45,0,4,4,0,36.4,23.5,0.0,3,47,9,6,10,10,31,10
1268,30,45,0,5,5,0,36.6,23.8,0.0,2,47,9,10,6,6,16,6
316,8,45,0,6,6,0,36.6,23.8,0.0,3,47,9,6,11,11,30,11
520,11,45,0,7,7,0,36.8,23.9,0.0,3,47,9,11,10,10,8,10
928,23,45,0,8,8,0,36.4,23.5,0.0,2,47,9,10,11,11,11,11
996,25,45,0,9,9,0,36.7,23.9,0.0,3,47,9,11,7,7,23,7
44,2,45,0,10,10,0,38.2,24.2,0.0,3,44,9,7,7,7,25,7
1200,29,45,0,11,11,0,37.1,24.1,0.0,3,44,9,7,5,5,2,5
792,21,45,0,12,12,0,36.6,23.8,0.0,3,44,9,5,5,5,29,5
724,20,45,0,13,13,0,36.8,23.9,0.0,3,44,9,5,14,14,21,14
1132,27,45,0,14,14,0,37.1,24.1,0.0,2,44,9,14,8,8,20,8
112,3,45,0,15,15,0,36.7,23.9,0.0,3,47,9,8,12,12,27,12
180,4,45,0,16,16,0,33.4,24.2,0.0,2,44,9,12,13,13,3,13
248,6,45,0,17,17,0,37.2,23.7,0.0,3,44,9,13,12,12,4,12
588,15,45,0,18,18,0,36.8,23.9,0.0,2,44,9,12,14,14,6,14
1064,26,45,0,19,19,0,38.4,24.3,0.0,2,44,9,14,13,13,15,13
452,10,45,0,20,20,0,37.1,24.1,0.0,0,43,9,13,8,8,26,8
385,9,46,0,1,1,0,36.8,23.9,0.0,3,48,9,8,4,4,9,4
861,22,46,0,2,2,0,36.6,23.8,0.0,3,48,9,4,4,4,9,4
1337,31,46,0,3,3,0,36.6,23.8,0.0,3,48,9,4,6,6,22,6
657,16,46,0,4,4,0,36.4,23.5,0.0,3,48,9,6,10,10,31,10
1269,30,46,0,5,5,0,36.6,23.8,0.0,2,48,9,10,6,6,16,6
317,8,46,0,6,6,0,36.6,23.8,0.0,3,48,9,6,11,11,30,11
521,11,46,0,7,7,0,36.8,23.9,0.0,3,48,9,11,10,10,8,10
929,23,46,0,8,8,0,36.4,23.5,0.0,2,48,9,10,11,11,11,11
997,25,46,0,9,9,0,36.7,23.9,0.0,3,48,9,11,7,7,23,7
45,2,46,0,10,10,0,38.2,24.2,0.0,3,45,9,7,7,7,25,7
1201,29,46,0,11,11,0,37.1,24.1,0.0,3,45,9,7,5,5,2,5
793,21,46,0,12,12,0,36.6,23.8,0.0,3,45,9,5,5,5,29,5
725,20,46,0,13,13,0,36.8,23.9,0.0,3,45,9,5,14,14,21,14
1133,27,46,0,14,14,0,37.1,24.1,0.0,2,45,9,14,8,8,20,8
113,3,46,0,15,15,0,36.7,23.9,0.0,3,48,9,8,12,12,27,12
181,4,46,0,16,16,0,33.4,24.2,0.0,2,45,9,12,13,13,3,13
249,6,46,0,17,17,0,37.2,23.7,0.0,3,45,9,13,12,12,4,12
589,15,46,0,18,18,0,36.8,23.9,0.0,2,45,9,12,14,14,6,14
1065,26,46,0,19,19,0,38.4,24.3,0.0,2,45,9,14,13,13,15,13
453,10,46,0,20,20,0,37.1,24.1,0.0,0,44,9,13,8,8,26,8
386,9,47,0,1,1,0,36.8,23.9,0.0,3,49,9,8,4,4,9,4
862,22,47,0,2,2,0,36.6,23.8,0.0,3,49,9,4,4,4,9,4
1338,31,47,0,3,3,0,36.6,23.8,0.0,3,49,9,4,6,6,22,6
658,16,47,0,4,4,0,36.4,23.5,0.0,3,49,9,6,10,10,31,10
1270,30,47,0,5,5,0,36.6,23.8,0.0,2,49,9,10,6,6,16,6
318,8,47,0,6,6,0,36.6,23.8,0.0,3,49,9,6,11,11,30,11
522,11,47,0,7,7,0,36.8,23.9,0.0,3,49,9,11,10,10,8,10
930,23,47,0,8,8,0,36.4,23.5,0.0,2,49,9,10,11,11,11,11
998,25,47,0,9,9,0,36.7,23.9,0.0,3,49,9,11,7,7,23,7
46,2,47,0,10,10,0,38.2,24.2,0.0,3,46,9,7,7,7,25,7
1202,29,47,0,11,11,0,37.1,24.1,0.0,3,46,9,7,5,5,2,5
794,21,47,0,12,12,0,36.6,23.8,0.0,3,46,9,5,5,5,29,5
726,20,47,0,13,13,0,36.8,23.9,0.0,3,46,9,5,14,14,21,14
1134,27,47,0,14,14,0,37.1,24.1,0.0,2,46,9,14,8,8,20,8
114,3,47,0,15,15,0,36.7,23.9,0.0,3,49,9,8,12,12,27,12
182,4,47,0,16,16,0,33.4,24.2,0.0,2,46,9,12,13,13,3,13
250,6,47,0,17,17,0,37.2,23.7,0.0,3,46,9,13,12,12,4,12
590,15,47,0,18,18,0,36.8,23.9,0.0,2,46,9,12,14,14,6,14
1066,26,47,0,19,19,0,38.4,24.3,0.0,2,46,9,14,13,13,15,13
454,10,47,0,20,20,0,37.1,24.1,0.0,0,45,9,13,8,8,26,8
387,9,48,0,1,1,0,36.8,23.9,0.0,3,50,9,8,4,4,9,4
863,22,48,0,2,2,0,36.6,23.8,0.0,3,50,9,4,4,4,9,4
1339,31,48,0,3,3,0,36.6,23.8,0.0,3,50,9,4,6,6,22,6
659,16,48,0,4,4,0,36.4,23.5,0.0,3,50,9,6,10,10,31,10
1271,30,48,0,5,5,0,36.6,23.8,0.0,2,50,9,10,6,6,16,6
319,8,48,0,6,6,0,36.6,23.8,0.0,3,50,9,6,11,11,30,11
523,11,48,0,7,7,0,36.8,23.9,0.0,3,50,9,11,10,10,8,10
931,23,48,0,8,8,0,36.4,23.5,0.0,2,50,9,10,11,11,11,11
999,25,48,0,9,9,0,36.7,23.9,0.0,3,50,9,11,7,7,23,7
47,2,48,0,10,10,0,38.2,24.2,0.0,3,47,9,7,7,7,25,7
1203,29,48,0,11,11,0,37.1,24.1,0.0,3,47,9,7,5,5,2,5
795,21,48,0,12,12,0,36.6,23.8,0.0,3,47,9,5,5,5,29,5
727,20,48,0,13,13,0,36.8,23.9,0.0,3,47,9,5,14,14,21,14
1135,27,48,0,14,14,0,37.1,24.1,0.0,2,47,9,14,8,8,20,8
115,3,48,0,15,15,0,36.7,23.9,0.0,3,50,9,8,12,12,27,12
183,4,48,0,16,16,0,33.4,24.2,0.0,2,47,9,12,13,13,3,13
251,6,48,0,17,17,0,37.2,23.7,0.0,3,47,9,13,12,12,4,12
591,15,48,0,18,18,0,36.8,23.9,0.0,2,47,9,12,14,14,6,14
1067,26,48,0,19,19,0,38.4,24.3,0.0,2,47,9,14,13,13,15,13
455,10,48,0,20,20,0,37.1,24.1,0.0,0,46,9,13,8,8,26,8
388,9,49,0,1,1,0,36.8,23.9,0.0,3,51,9,8,4,4,9,4
864,22,49,0,2,2,0,36.6,23.8,0.0,3,51,9,4,4,4,9,4
1340,31,49,0,3,3,0,36.6,23.8,0.0,3,51,9,4,6,6,22,6
660,16,49,0,4,4,0,36.4,23.5,0.0,3,51,9,6,10,10,31,10
1272,30,49,0,5,5,0,36.6,23.8,0.0,2,51,9,10,6,6,16,6
320,8,49,0,6,6,0,36.6,23.8,0.0,3,51,9,6,11,11,30,11
524,11,49,0,7,7,0,36.8,23.9,0.0,3,51,9,11,10,10,8,10
932,23,49,0,8,8,0,36.4,23.5,0.0,2,51,9,10,11,11,11,11
1000,25,49,0,9,9,0,36.7,23.9,0.0,3,51,9,11,7,7,23,7
48,2,49,0,10,10,0,38.2,24.2,0.0,3,48,9,7,7,7,25,7
1204,29,49,0,11,11,0,37.1,24.1,0.0,3,48,9,7,5,5,2,5
796,21,49,0,12,12,0,36.6,23.8,0.0,3,48,9,5,5,5,29,5
728,20,49,0,13,13,0,36.8,23.9,0.0,3,48,9,5,14,14,21,14
1136,27,49,0,14,14,0,37.1,24.1,0.0,2,48,9,14,8,8,20,8
116,3,49,0,15,15,0,36.7,23.9,0.0,3,51,9,8,12,12,27,12
184,4,49,0,16,16,0,33.4,24.2,0.0,2,48,9,12,13,13,3,13
252,6,49,0,17,17,0,37.2,23.7,0.0,3,48,9,13,12,12,4,12
592,15,49,0,18,18,0,36.8,23.9,0.0,2,48,9,12,14,14,6,14
1068,26,49,0,19,19,0,38.4,24.3,0.0,2,48,9,14,13,13,15,13
456,10,49,0,20,20,0,37.1,24.1,0.0,0,47,9,13,8,8,26,8
