,driver,lap,trackStatus,position,grid,performance,trackTemp,airTemp,raining,tyre,tyreLap,track,team,driverPrev,teamPrev,driverNext,teamNext
641,16,30,0,4.601527690887451,4,0,36.4,23.5,0.0,3,32,9,6,4,4,22,10
1321,31,30,0,5.138933181762695,3,0,36.6,23.8,0.0,3,32,9,4,10,10,16,6
1253,30,30,0,7.622889518737793,5,0,36.6,23.8,0.0,2,32,9,10,6,6,31,6
301,8,30,0,7.654110431671143,6,0,36.6,23.8,0.0,3,32,9,6,11,11,30,11
505,11,30,0,8.159272193908691,7,0,36.8,23.9,0.0,3,32,9,11,10,10,8,10
913,23,30,0,9.044736862182617,8,0,36.4,23.5,0.0,2,32,9,10,11,11,11,11
981,25,30,0,9.697388648986816,9,0,36.7,23.9,0.0,3,32,9,11,7,7,23,7
29,2,30,0,10.005620956420898,10,0,38.2,24.2,0.0,3,29,9,7,7,7,25,7
1185,29,30,0,11.052597999572754,11,0,37.1,24.1,0.0,3,29,9,7,5,5,2,5
777,21,30,0,11.503290176391602,12,0,36.6,23.8,0.0,3,29,9,5,5,5,29,5
709,20,30,0,12.990765571594238,13,0,36.8,23.9,0.0,3,29,9,5,14,14,21,14
1117,27,30,0,14.435774803161621,14,0,37.1,24.1,0.0,2,29,9,14,8,8,20,8
97,3,30,0,16.018266677856445,15,0,36.7,23.9,0.0,3,32,9,8,12,12,27,12
165,4,30,0,17.15947723388672,16,0,33.4,24.2,0.0,2,29,9,12,13,13,3,13
233,6,30,0,17.61758804321289,17,0,37.2,23.7,0.0,3,29,9,13,12,12,4,12
573,15,30,0,17.726444244384766,18,0,36.8,23.9,0.0,2,29,9,12,14,14,6,14
1049,26,30,0,17.99932098388672,19,0,38.4,24.3,0.0,2,29,9,14,13,13,15,13
437,10,30,0,18.68741226196289,20,0,37.1,24.1,0.0,0,28,9,13,8,8,26,8
370,9,31,0,2.1113059520721436,1,0,36.8,23.9,0.0,3,33,9,8,4,4,9,4
846,22,31,0,4.184357643127441,2,0,36.6,23.8,0.0,3,33,9,4,6,6,9,4
642,16,31,0,4.626868724822998,4,0,36.4,23.5,0.0,3,33,9,6,4,4,22,10
1322,31,31,0,5.1296539306640625,3,0,36.6,23.8,0.0,3,33,9,4,6,6,16,6
302,8,31,0,7.60300350189209,6,0,36.6,23.8,0.0,3,33,9,6,10,10,31,11
1254,30,31,0,7.723569393157959,5,0,36.6,23.8,0.0,2,33,9,10,11,11,8,6
506,11,31,0,8.210592269897461,7,0,36.8,23.9,0.0,3,33,9,11,10,10,30,10
914,23,31,0,8.971936225891113,8,0,36.4,23.5,0.0,2,33,9,10,7,7,11,11
30,2,31,0,10.17739486694336,10,0,38.2,24.2,0.0,3,30,9,7,11,11,23,7
982,25,31,0,10.72962474822998,9,0,36.7,23.9,0.0,3,33,9,11,7,7,2,7
1186,29,31,0,10.979076385498047,11,0,37.1,24.1,0.0,3,30,9,7,5,5,25,5
778,21,31,0,11.460733413696289,12,0,36.6,23.8,0.0,3,30,9,5,5,5,29,5
710,20,31,0,14.513514518737793,13,0,36.8,23.9,0.0,3,30,9,5,14,14,21,14
1118,27,31,0,15.791413307189941,14,0,37.1,24.1,0.0,2,30,9,14,8,8,20,8
98,3,31,0,16.100976943969727,15,0,36.7,23.9,0.0,3,33,9,8,12,12,27,12
166,4,31,0,17.121307373046875,16,0,33.4,24.2,0.0,2,30,9,12,13,13,3,13
234,6,31,0,17.519893646240234,17,0,37.2,23.7,0.0,3,30,9,13,12,12,4,12
574,15,31,0,17.61977767944336,18,0,36.8,23.9,0.0,2,30,9,12,14,14,6,14
1050,26,31,0,17.92355728149414,19,0,38.4,24.3,0.0,2,30,9,14,13,13,15,13
438,10,31,0,18.55063247680664,20,0,37.1,24.1,0.0,0,29,9,13,8,8,26,8
371,9,32,0,2.231285572052002,1,0,36.8,23.9,0.0,3,34,9,8,4,4,9,4
847,22,32,0,4.295969009399414,2,0,36.6,23.8,0.0,3,34,9,4,6,6,9,4
643,16,32,0,4.660627841949463,4,0,36.4,23.5,0.0,3,34,9,6,4,4,22,10
1323,31,32,0,5.200781345367432,3,0,36.6,23.8,0.0,3,34,9,4,6,6,16,6
303,8,32,0,7.574547290802002,6,0,36.6,23.8,0.0,3,34,9,6,10,10,31,11
1255,30,32,0,7.655552387237549,5,0,36.6,23.8,0.0,2,34,9,10,11,11,8,6
507,11,32,0,8.039502143859863,7,0,36.8,23.9,0.0,3,34,9,11,10,10,30,10
915,23,32,0,9.021900177001953,8,0,36.4,23.5,0.0,2,34,9,10,11,11,11,11
983,25,32,0,10.01366138458252,9,0,36.7,23.9,0.0,3,34,9,11,7,7,23,7
31,2,32,0,10.018494606018066,10,0,38.2,24.2,0.0,3,31,9,7,7,7,25,7
1187,29,32,0,10.923786163330078,11,0,37.1,24.1,0.0,3,31,9,7,5,5,2,5
779,21,32,0,11.430975914001465,12,0,36.6,23.8,0.0,3,31,9,5,5,5,29,5
711,20,32,0,12.927862167358398,13,0,36.8,23.9,0.0,3,31,9,5,14,14,21,14
1119,27,32,0,14.518271446228027,14,0,37.1,24.1,0.0,2,31,9,14,8,8,20,8
99,3,32,0,16.133588790893555,15,0,36.7,23.9,0.0,3,34,9,8,12,12,27,12
167,4,32,0,17.068660736083984,16,0,33.4,24.2,0.0,2,31,9,12,13,13,3,13
235,6,32,0,17.414775848388672,17,0,37.2,23.7,0.0,3,31,9,13,12,12,4,12
575,15,32,0,17.50497055053711,18,0,36.8,23.9,0.0,2,31,9,12,14,14,6,14
1051,26,32,0,17.838809967041016,19,0,38.4,24.3,0.0,2,31,9,14,13,13,15,13
439,10,32,0,18.414352416992188,20,0,37.1,24.1,0.0,0,30,9,13,8,8,26,8
372,9,33,0,2.362083911895752,1,0,36.8,23.9,0.0,3,35,9,8,4,4,9,4
848,22,33,0,4.400741100311279,2,0,36.6,23.8,0.0,3,35,9,4,6,6,9,4
644,16,33,0,4.700606822967529,4,0,36.4,23.5,0.0,3,35,9,6,4,4,22,10
1324,31,33,0,5.18619441986084,3,0,36.6,23.8,0.0,3,35,9,4,6,6,16,6
304,8,33,0,7.502127647399902,6,0,36.6,23.8,0.0,3,35,9,6,10,10,31,11
1256,30,33,0,7.7991437911987305,5,0,36.6,23.8,0.0,2,35,9,10,11,11,8,6
508,11,33,0,8.0926513671875,7,0,36.8,23.9,0.0,3,35,9,11,10,10,30,10
916,23,33,0,8.943061828613281,8,0,36.4,23.5,0.0,2,35,9,10,7,7,11,11
32,2,33,0,10.119926452636719,10,0,38.2,24.2,0.0,3,32,9,7,7,7,23,7
1188,29,33,0,10.874411582946777,11,0,37.1,24.1,0.0,3,32,9,7,11,11,2,5
984,25,33,0,11.052746772766113,9,0,36.7,23.9,0.0,3,35,9,11,5,5,29,7
780,21,33,0,11.40274715423584,12,0,36.6,23.8,0.0,3,32,9,5,5,5,25,5
712,20,33,0,14.635815620422363,13,0,36.8,23.9,0.0,3,32,9,5,14,14,21,14
1120,27,33,0,15.899444580078125,14,0,37.1,24.1,0.0,2,32,9,14,8,8,20,8
100,3,33,0,16.19651222229004,15,0,36.7,23.9,0.0,3,35,9,8,12,12,27,12
168,4,33,0,17.0079345703125,16,0,33.4,24.2,0.0,2,32,9,12,13,13,3,13
236,6,33,0,17.298376083374023,17,0,37.2,23.7,0.0,3,32,9,13,12,12,4,12
576,15,33,0,17.377365112304688,18,0,36.8,23.9,0.0,2,32,9,12,14,14,6,14
1052,26,33,0,17.73999786376953,19,0,38.4,24.3,0.0,2,32,9,14,13,13,15,13
440,10,33,0,18.270614624023438,20,0,37.1,24.1,0.0,0,31,9,13,8,8,26,8
373,9,34,0,2.5029096603393555,1,0,36.8,23.9,0.0,3,36,9,8,4,4,9,4
849,22,34,0,4.4969258308410645,2,0,36.6,23.8,0.0,3,36,9,4,6,6,9,4
645,16,34,0,4.743402004241943,4,0,36.4,23.5,0.0,3,36,9,6,4,4,22,10
1325,31,34,0,5.255385398864746,3,0,36.6,23.8,0.0,3,36,9,4,6,6,16,6
305,8,34,0,7.469411373138428,6,0,36.6,23.8,0.0,3,36,9,6,10,10,31,11
1257,30,34,0,7.685850620269775,5,0,36.6,23.8,0.0,2,36,9,10,11,11,8,6
509,11,34,0,7.952620506286621,7,0,36.8,23.9,0.0,3,36,9,11,10,10,30,10
917,23,34,0,8.993207931518555,8,0,36.4,23.5,0.0,2,36,9,10,7,7,11,11
33,2,34,0,10.027544021606445,10,0,38.2,24.2,0.0,3,33,9,7,11,11,23,7
985,25,34,0,10.282962799072266,9,0,36.7,23.9,0.0,3,36,9,11,7,7,2,7
1189,29,34,0,10.917308807373047,11,0,37.1,24.1,0.0,3,33,9,7,5,5,25,5
781,21,34,0,11.393335342407227,12,0,36.6,23.8,0.0,3,33,9,5,5,5,29,5
713,20,34,0,12.982014656066895,13,0,36.8,23.9,0.0,3,33,9,5,14,14,21,14
1121,27,34,0,14.687758445739746,14,0,37.1,24.1,0.0,2,33,9,14,8,8,20,8
101,3,34,0,16.226940155029297,15,0,36.7,23.9,0.0,3,36,9,8,12,12,27,12
169,4,34,0,16.944679260253906,16,0,33.4,24.2,0.0,2,33,9,12,13,13,3,13
237,6,34,0,17.172224044799805,17,0,37.2,23.7,0.0,3,33,9,13,12,12,4,12
577,15,34,0,17.237552642822266,18,0,36.8,23.9,0.0,2,33,9,12,14,14,6,14
1053,26,34,0,17.623271942138672,19,0,38.4,24.3,0.0,2,33,9,14,13,13,15,13
441,10,34,0,18.1083984375,20,0,37.1,24.1,0.0,0,32,9,13,8,8,26,8
374,9,35,0,2.6498889923095703,1,0,36.8,23.9,0.0,3,37,9,8,4,4,9,4
850,22,35,0,4.5832319259643555,2,0,36.6,23.8,0.0,3,37,9,4,6,6,9,4
646,16,35,0,4.786558151245117,4,0,36.4,23.5,0.0,3,37,9,6,4,4,22,10
1326,31,35,0,5.284918308258057,3,0,36.6,23.8,0.0,3,37,9,4,6,6,16,6
306,8,35,0,7.4291181564331055,6,0,36.6,23.8,0.0,3,37,9,6,10,10,31,11
1258,30,35,0,7.810563087463379,5,0,36.6,23.8,0.0,2,37,9,10,11,11,8,6
510,11,35,0,7.943088054656982,7,0,36.8,23.9,0.0,3,37,9,11,10,10,30,10
918,23,35,0,8.925789833068848,8,0,36.4,23.5,0.0,2,37,9,10,7,7,11,11
34,2,35,0,10.100773811340332,10,0,38.2,24.2,0.0,3,34,9,7,7,7,23,7
1190,29,35,0,10.772562026977539,11,0,37.1,24.1,0.0,3,34,9,7,11,11,2,5
986,25,35,0,11.315221786499023,9,0,36.7,23.9,0.0,3,37,9,11,5,5,29,7
782,21,35,0,11.386418342590332,12,0,36.6,23.8,0.0,3,34,9,5,5,5,25,5
714,20,35,0,14.663132667541504,13,0,36.8,23.9,0.0,3,34,9,5,14,14,21,14
1122,27,35,0,15.967486381530762,14,0,37.1,24.1,0.0,2,34,9,14,8,8,20,8
102,3,35,0,16.268657684326172,15,0,36.7,23.9,0.0,3,37,9,8,12,12,27,12
170,4,35,0,16.88312339782715,16,0,33.4,24.2,0.0,2,34,9,12,13,13,3,13
238,6,35,0,17.043174743652344,17,0,37.2,23.7,0.0,3,34,9,13,12,12,4,12
578,15,35,0,17.09214973449707,18,0,36.8,23.9,0.0,2,34,9,12,14,14,6,14
1054,26,35,0,17.486766815185547,19,0,38.4,24.3,0.0,2,34,9,14,13,13,15,13
442,10,35,0,17.91712188720703,20,0,37.1,24.1,0.0,0,33,9,13,8,8,26,8
375,9,36,0,2.7985546588897705,1,0,36.8,23.9,0.0,3,38,9,8,4,4,9,4
851,22,36,0,4.65997314453125,2,0,36.6,23.8,0.0,3,38,9,4,6,6,9,4
647,16,36,0,4.829422950744629,4,0,36.4,23.5,0.0,3,38,9,6,4,4,22,10
1327,31,36,0,5.342514514923096,3,0,36.6,23.8,0.0,3,38,9,4,6,6,16,6
307,8,36,0,7.395845890045166,6,0,36.6,23.8,0.0,3,38,9,6,10,10,31,11
1259,30,36,0,7.732530117034912,5,0,36.6,23.8,0.0,2,38,9,10,11,11,8,6
511,11,36,0,7.848894119262695,7,0,36.8,23.9,0.0,3,38,9,11,10,10,30,10
919,23,36,0,8.962601661682129,8,0,36.4,23.5,0.0,2,38,9,10,7,7,11,11
35,2,36,0,10.177132606506348,10,0,38.2,24.2,0.0,3,35,9,7,11,11,23,7
987,25,36,0,10.589938163757324,9,0,36.7,23.9,0.0,3,38,9,11,7,7,2,7
1191,29,36,0,10.777012825012207,11,0,37.1,24.1,0.0,3,35,9,7,5,5,25,5
783,21,36,0,11.403608322143555,12,0,36.6,23.8,0.0,3,35,9,5,5,5,29,5
715,20,36,0,13.087904930114746,13,0,36.8,23.9,0.0,3,35,9,5,14,14,21,14
1123,27,36,0,14.941424369812012,14,0,37.1,24.1,0.0,2,35,9,14,8,8,20,8
103,3,36,0,16.28760528564453,15,0,36.7,23.9,0.0,3,38,9,8,12,12,27,12
171,4,36,0,16.824508666992188,16,0,33.4,24.2,0.0,2,35,9,12,13,13,3,13
239,6,36,0,16.920364379882812,17,0,37.2,23.7,0.0,3,35,9,13,12,12,4,12
579,15,36,0,16.951507568359375,18,0,36.8,23.9,0.0,2,35,9,12,14,14,6,14
1055,26,36,0,17.33234405517578,19,0,38.4,24.3,0.0,2,35,9,14,13,13,15,13
443,10,36,0,17.696144104003906,20,0,37.1,24.1,0.0,0,34,9,13,8,8,26,8
376,9,37,0,2.94384503364563,1,0,36.8,23.9,0.0,3,39,9,8,4,4,9,4
852,22,37,0,4.728623390197754,2,0,36.6,23.8,0.0,3,39,9,4,6,6,9,4
648,16,37,0,4.8726372718811035,4,0,36.4,23.5,0.0,3,39,9,6,4,4,22,10
1328,31,37,0,5.3982062339782715,3,0,36.6,23.8,0.0,3,39,9,4,6,6,16,6
308,8,37,0,7.384590148925781,6,0,36.6,23.8,0.0,3,39,9,6,11,11,31,11
512,11,37,0,7.798172950744629,7,0,36.8,23.9,0.0,3,39,9,11,10,10,8,10
1260,30,37,0,7.821356773376465,5,0,36.6,23.8,0.0,2,39,9,10,10,10,11,6
920,23,37,0,8.98250961303711,8,0,36.4,23.5,0.0,2,39,9,10,7,7,30,11
36,2,37,0,9.99402141571045,10,0,38.2,24.2,0.0,3,36,9,7,7,7,23,7
1192,29,37,0,10.767509460449219,11,0,37.1,24.1,0.0,3,36,9,7,5,5,2,5
784,21,37,0,11.399781227111816,12,0,36.6,23.8,0.0,3,36,9,5,11,11,29,5
988,25,37,0,11.410787582397461,9,0,36.7,23.9,0.0,3,39,9,11,5,5,21,7
716,20,37,0,14.688959121704102,13,0,36.8,23.9,0.0,3,36,9,5,14,14,25,14
1124,27,37,0,16.027204513549805,14,0,37.1,24.1,0.0,2,36,9,14,8,8,20,8
104,3,37,0,16.305784225463867,15,0,36.7,23.9,0.0,3,39,9,8,12,12,27,12
172,4,37,0,16.76711654663086,16,0,33.4,24.2,0.0,2,36,9,12,13,13,3,13
240,6,37,0,16.81127166748047,17,0,37.2,23.7,0.0,3,36,9,13,12,12,4,12
580,15,37,0,16.825725555419922,18,0,36.8,23.9,0.0,2,36,9,12,14,14,6,14
1056,26,37,0,17.165374755859375,19,0,38.4,24.3,0.0,2,36,9,14,13,13,15,13
444,10,37,0,17.467147827148438,20,0,37.1,24.1,0.0,0,35,9,13,8,8,26,8
377,9,38,0,3.082824230194092,1,0,36.8,23.9,0.0,3,40,9,8,4,4,9,4
853,22,38,0,4.7912211418151855,2,0,36.6,23.8,0.0,3,40,9,4,6,6,9,4
649,16,38,0,4.9173150062561035,4,0,36.4,23.5,0.0,3,40,9,6,4,4,22,10
1329,31,38,0,5.4567131996154785,3,0,36.6,23.8,0.0,3,40,9,4,6,6,16,6
309,8,38,0,7.35817289352417,6,0,36.6,23.8,0.0,3,40,9,6,10,10,31,11
1261,30,38,0,7.7965874671936035,5,0,36.6,23.8,0.0,2,40,9,10,11,11,8,6
513,11,38,0,7.797748565673828,7,0,36.8,23.9,0.0,3,40,9,11,10,10,30,10
921,23,38,0,8.940052032470703,8,0,36.4,23.5,0.0,2,40,9,10,7,7,11,11
37,2,38,0,10.218717575073242,10,0,38.2,24.2,0.0,3,37,9,7,7,7,23,7
1193,29,38,0,10.613590240478516,11,0,37.1,24.1,0.0,3,37,9,7,11,11,2,5
989,25,38,0,10.792272567749023,9,0,36.7,23.9,0.0,3,40,9,11,5,5,29,7
785,21,38,0,11.37536907196045,12,0,36.6,23.8,0.0,3,37,9,5,5,5,25,5
717,20,38,0,13.138155937194824,13,0,36.8,23.9,0.0,3,37,9,5,14,14,21,14
1125,27,38,0,15.255233764648438,14,0,37.1,24.1,0.0,2,37,9,14,8,8,20,8
105,3,38,0,16.307170867919922,15,0,36.7,23.9,0.0,3,40,9,8,12,12,27,12
173,4,38,0,16.70897674560547,16,0,33.4,24.2,0.0,2,37,9,12,13,13,3,13
241,6,38,0,16.719280242919922,17,0,37.2,23.7,0.0,3,37,9,13,12,12,4,12
581,15,38,0,16.72089195251465,18,0,36.8,23.9,0.0,2,37,9,12,14,14,6,14
1057,26,38,0,16.993383407592773,19,0,38.4,24.3,0.0,2,37,9,14,13,13,15,13
445,10,38,0,17.26416778564453,20,0,37.1,24.1,0.0,0,36,9,13,8,8,26,8
378,9,39,0,3.223954200744629,1,0,36.8,23.9,0.0,3,41,9,8,4,4,9,4
854,22,39,0,4.8500142097473145,2,0,36.6,23.8,0.0,3,41,9,4,6,6,9,4
650,16,39,0,4.9647603034973145,4,0,36.4,23.5,0.0,3,41,9,6,4,4,22,10
1330,31,39,0,5.521651744842529,3,0,36.6,23.8,0.0,3,41,9,4,6,6,16,6
310,8,39,0,7.3640289306640625,6,0,36.6,23.8,0.0,3,41,9,6,11,11,31,11
514,11,39,0,7.707983016967773,7,0,36.8,23.9,0.0,3,41,9,11,10,10,8,10
1262,30,39,0,7.871189117431641,5,0,36.6,23.8,0.0,2,41,9,10,10,10,11,6
922,23,39,0,9.01097583770752,8,0,36.4,23.5,0.0,2,41,9,10,7,7,30,11
38,2,39,0,10.060149192810059,10,0,38.2,24.2,0.0,3,38,9,7,7,7,23,7
1194,29,39,0,10.762345314025879,11,0,37.1,24.1,0.0,3,38,9,7,11,11,2,5
990,25,39,0,11.329549789428711,9,0,36.7,23.9,0.0,3,41,9,11,5,5,29,7
786,21,39,0,11.345129013061523,12,0,36.6,23.8,0.0,3,38,9,5,5,5,25,5
718,20,39,0,14.686527252197266,13,0,36.8,23.9,0.0,3,38,9,5,14,14,21,14
1126,27,39,0,16.094722747802734,14,0,37.1,24.1,0.0,2,38,9,14,8,8,20,8
106,3,39,0,16.295522689819336,15,0,36.7,23.9,0.0,3,41,9,8,12,12,27,12
582,15,39,0,16.637676239013672,18,0,36.8,23.9,0.0,2,38,9,12,12,12,3,14
174,4,39,0,16.638553619384766,16,0,33.4,24.2,0.0,2,38,9,12,13,13,15,13
242,6,39,0,16.643077850341797,17,0,37.2,23.7,0.0,3,38,9,13,14,14,4,12
1058,26,39,0,16.828025817871094,19,0,38.4,24.3,0.0,2,38,9,14,13,13,6,13
446,10,39,0,17.10472869873047,20,0,37.1,24.1,0.0,0,37,9,13,8,8,26,8
379,9,40,0,3.3981382846832275,1,0,36.8,23.9,0.0,3,42,9,8,4,4,9,4
855,22,40,0,4.9072160720825195,2,0,36.6,23.8,0.0,3,42,9,4,6,6,9,4
651,16,40,0,5.016351222991943,4,0,36.4,23.5,0.0,3,42,9,6,4,4,22,10
1331,31,40,0,5.590147972106934,3,0,36.6,23.8,0.0,3,42,9,4,6,6,16,6
311,8,40,0,7.335758209228516,6,0,36.6,23.8,0.0,3,42,9,6,11,11,31,11
515,11,40,0,7.773030757904053,7,0,36.8,23.9,0.0,3,42,9,11,10,10,8,10
1263,30,40,0,7.896397590637207,5,0,36.6,23.8,0.0,2,42,9,10,10,10,11,6
923,23,40,0,8.935663223266602,8,0,36.4,23.5,0.0,2,42,9,10,7,7,30,11
39,2,40,0,10.161309242248535,10,0,38.2,24.2,0.0,3,39,9,7,7,7,23,7
1195,29,40,0,10.583456993103027,11,0,37.1,24.1,0.0,3,39,9,7,11,11,2,5
991,25,40,0,10.94018840789795,9,0,36.7,23.9,0.0,3,42,9,11,5,5,29,7
787,21,40,0,11.143514633178711,12,0,36.6,23.8,0.0,3,39,9,5,5,5,25,5
719,20,40,0,13.08852481842041,13,0,36.8,23.9,0.0,3,39,9,5,14,14,21,14
1127,27,40,0,15.595124244689941,14,0,37.1,24.1,0.0,2,39,9,14,8,8,20,8
107,3,40,0,16.255964279174805,15,0,36.7,23.9,0.0,3,42,9,8,12,12,27,12
175,4,40,0,16.529882431030273,16,0,33.4,24.2,0.0,2,39,9,12,12,12,3,13
583,15,40,0,16.569843292236328,18,0,36.8,23.9,0.0,2,39,9,12,13,13,4,14
243,6,40,0,16.580047607421875,17,0,37.2,23.7,0.0,3,39,9,13,14,14,15,12
1059,26,40,0,16.690088272094727,19,0,38.4,24.3,0.0,2,39,9,14,13,13,6,13
447,10,40,0,16.989309310913086,20,0,37.1,24.1,0.0,0,38,9,13,8,8,26,8
380,9,41,0,3.6422646045684814,1,0,36.8,23.9,0.0,3,43,9,8,4,4,9,4
856,22,41,0,4.9648942947387695,2,0,36.6,23.8,0.0,3,43,9,4,6,6,9,4
652,16,41,0,5.073513984680176,4,0,36.4,23.5,0.0,3,43,9,6,4,4,22,10
1332,31,41,0,5.667397975921631,3,0,36.6,23.8,0.0,3,43,9,4,6,6,16,6
312,8,41,0,7.353220462799072,6,0,36.6,23.8,0.0,3,43,9,6,11,11,31,11
516,11,41,0,7.731245994567871,7,0,36.8,23.9,0.0,3,43,9,11,10,10,8,10
1264,30,41,0,7.939428329467773,5,0,36.6,23.8,0.0,2,43,9,10,10,10,11,6
924,23,41,0,9.014564514160156,8,0,36.4,23.5,0.0,2,43,9,10,7,7,30,11
40,2,41,0,10.295012474060059,10,0,38.2,24.2,0.0,3,40,9,7,7,7,23,7
1196,29,41,0,10.642943382263184,11,0,37.1,24.1,0.0,3,40,9,7,11,11,2,5
992,25,41,0,11.21139144897461,9,0,36.7,23.9,0.0,3,43,9,11,5,5,29,7
788,21,41,0,11.252549171447754,12,0,36.6,23.8,0.0,3,40,9,5,5,5,25,5
720,20,41,0,14.680671691894531,13,0,36.8,23.9,0.0,3,40,9,5,14,14,21,14
1128,27,41,0,16.1680850982666,14,0,37.1,24.1,0.0,2,40,9,14,8,8,20,8
108,3,41,0,16.208654403686523,15,0,36.7,23.9,0.0,3,43,9,8,12,12,27,12
176,4,41,0,16.414262771606445,16,0,33.4,24.2,0.0,2,40,9,12,13,13,3,13
244,6,41,0,16.508705139160156,17,0,37.2,23.7,0.0,3,40,9,13,12,12,4,12
584,15,41,0,16.532283782958984,18,0,36.8,23.9,0.0,2,40,9,12,14,14,6,14
1060,26,41,0,16.589733123779297,19,0,38.4,24.3,0.0,2,40,9,14,13,13,15,13
448,10,41,0,16.911684036254883,20,0,37.1,24.1,0.0,0,39,9,13,8,8,26,8
381,9,42,0,3.921199083328247,1,0,36.8,23.9,0.0,3,44,9,8,4,4,9,4
857,22,42,0,5.024960994720459,2,0,36.6,23.8,0.0,3,44,9,4,6,6,9,4
653,16,42,0,5.137799263000488,4,0,36.4,23.5,0.0,3,44,9,6,4,4,22,10
1333,31,42,0,5.756772041320801,3,0,36.6,23.8,0.0,3,44,9,4,6,6,16,6
313,8,42,0,7.355240821838379,6,0,36.6,23.8,0.0,3,44,9,6,11,11,31,11
517,11,42,0,7.747004508972168,7,0,36.8,23.9,0.0,3,44,9,11,10,10,8,10
1265,30,42,0,7.987761974334717,5,0,36.6,23.8,0.0,2,44,9,10,10,10,11,6
925,23,42,0,8.97391128540039,8,0,36.4,23.5,0.0,2,44,9,10,7,7,30,11
41,2,42,0,10.206716537475586,10,0,38.2,24.2,0.0,3,41,9,7,7,7,23,7
1197,29,42,0,10.514803886413574,11,0,37.1,24.1,0.0,3,41,9,7,11,11,2,5
993,25,42,0,10.991244316101074,9,0,36.7,23.9,0.0,3,44,9,11,5,5,29,7
789,21,42,0,11.169463157653809,12,0,36.6,23.8,0.0,3,41,9,5,5,5,25,5
721,20,42,0,13.023991584777832,13,0,36.8,23.9,0.0,3,41,9,5,14,14,21,14
1129,27,42,0,15.91307544708252,14,0,37.1,24.1,0.0,2,41,9,14,8,8,20,8
109,3,42,0,16.171939849853516,15,0,36.7,23.9,0.0,3,44,9,8,12,12,27,12
177,4,42,0,16.407115936279297,16,0,33.4,24.2,0.0,2,41,9,12,13,13,3,13
245,6,42,0,16.4285888671875,17,0,37.2,23.7,0.0,3,41,9,13,12,12,4,12
585,15,42,0,16.480440139770508,18,0,36.8,23.9,0.0,2,41,9,12,14,14,6,14
1061,26,42,0,16.5008544921875,19,0,38.4,24.3,0.0,2,41,9,14,13,13,15,13
449,10,42,0,16.864139556884766,20,0,37.1,24.1,0.0,0,40,9,13,8,8,26,8
382,9,43,0,4.146836757659912,1,0,36.8,23.9,0.0,3,45,9,8,4,4,9,4
858,22,43,0,5.089244365692139,2,0,36.6,23.8,0.0,3,45,9,4,6,6,9,4
654,16,43,0,5.210967063903809,4,0,36.4,23.5,0.0,3,45,9,6,4,4,22,10
1334,31,43,0,5.8624796867370605,3,0,36.6,23.8,0.0,3,45,9,4,6,6,16,6
314,8,43,0,7.36925745010376,6,0,36.6,23.8,0.0,3,45,9,6,11,11,31,11
518,11,43,0,7.760376453399658,7,0,36.8,23.9,0.0,3,45,9,11,10,10,8,10
1266,30,43,0,8.027278900146484,5,0,36.6,23.8,0.0,2,45,9,10,10,10,11,6
926,23,43,0,8.959956169128418,8,0,36.4,23.5,0.0,2,45,9,10,7,7,30,11
42,2,43,0,10.310391426086426,10,0,38.2,24.2,0.0,3,42,9,7,7,7,23,7
1198,29,43,0,10.587994575500488,11,0,37.1,24.1,0.0,3,42,9,7,11,11,2,5
994,25,43,0,11.110648155212402,9,0,36.7,23.9,0.0,3,45,9,11,5,5,29,7
790,21,43,0,11.142218589782715,12,0,36.6,23.8,0.0,3,42,9,5,5,5,25,5
722,20,43,0,14.670384407043457,13,0,36.8,23.9,0.0,3,42,9,5,8,8,21,14
110,3,43,0,16.145658493041992,15,0,36.7,23.9,0.0,3,45,9,8,14,14,20,12
1130,27,43,0,16.249866485595703,14,0,37.1,24.1,0.0,2,42,9,14,12,12,3,8
178,4,43,0,16.291568756103516,16,0,33.4,24.2,0.0,2,42,9,12,12,12,27,13
586,15,43,0,16.42675018310547,18,0,36.8,23.9,0.0,2,42,9,12,13,13,4,14
246,6,43,0,16.430084228515625,17,0,37.2,23.7,0.0,3,42,9,13,14,14,15,12
1062,26,43,0,16.435640335083008,19,0,38.4,24.3,0.0,2,42,9,14,13,13,6,13
450,10,43,0,16.83987045288086,20,0,37.1,24.1,0.0,0,41,9,13,8,8,26,8
383,9,44,0,4.325252532958984,1,0,36.8,23.9,0.0,3,46,9,8,4,4,9,4
859,22,44,0,5.1596150398254395,2,0,36.6,23.8,0.0,3,46,9,4,6,6,9,4
655,16,44,0,5.295083999633789,4,0,36.4,23.5,0.0,3,46,9,6,4,4,22,10
1335,31,44,0,5.990827560424805,3,0,36.6,23.8,0.0,3,46,9,4,6,6,16,6
315,8,44,0,7.406905174255371,6,0,36.6,23.8,0.0,3,46,9,6,11,11,31,11
519,11,44,0,7.76234769821167,7,0,36.8,23.9,0.0,3,46,9,11,10,10,8,10
1267,30,44,0,8.078226089477539,5,0,36.6,23.8,0.0,2,46,9,10,10,10,11,6
927,23,44,0,9.005895614624023,8,0,36.4,23.5,0.0,2,46,9,10,7,7,30,11
43,2,44,0,10.383331298828125,10,0,38.2,24.2,0.0,3,43,9,7,7,7,23,7
1199,29,44,0,10.531463623046875,11,0,37.1,24.1,0.0,3,43,9,7,11,11,2,5
