,driver,lap,trackStatus,position,grid,performance,trackTemp,airTemp,raining,tyre,tyreLap,track,team,driverPrev,driverNext,teamPrev,teamNext
933,30,16,0,3.1592206954956055,4,44,41.3,19.5,0.0,3,18,3,10,3,31,8,4
984,31,16,0,3.7470197677612305,3,76,41.8,19.8,0.0,3,18,3,4,30,15,10,4
474,15,16,0,4.676485061645508,5,52,41.8,19.8,0.0,3,18,3,4,31,6,4,10
117,6,16,0,5.869997978210449,6,60,41.3,19.5,0.0,3,18,3,10,15,8,4,6
219,8,16,0,6.720402717590332,7,46,41.6,20.2,0.0,3,18,3,6,6,16,10,6
525,16,16,0,7.633378505706787,8,45,41.8,19.8,0.0,3,18,3,6,8,13,6,13
423,13,16,0,8.461590766906738,9,0,41.3,19.7,0.0,3,18,3,13,16,1,6,13
15,1,16,0,10.437941551208496,11,56,41.8,19.8,0.0,3,15,3,13,13,25,13,7
831,25,16,0,11.79420280456543,12,40,42.0,19.8,0.0,3,15,3,7,1,23,13,11
729,23,16,0,12.400439262390137,13,50,41.8,19.8,0.0,3,18,3,11,25,21,7,9
627,21,16,0,13.489136695861816,15,35,42.0,19.8,0.0,3,15,3,9,23,27,11,9
882,27,16,0,14.432065963745117,16,39,41.3,19.5,0.0,2,15,3,9,21,7,9,0
168,7,16,0,14.58947467803955,18,0,41.8,19.8,0.0,3,15,3,0,27,19,9,7
576,19,16,0,16.610336303710938,10,68,41.2,19.8,0.0,3,15,3,7,7,11,0,11
321,11,16,0,17.372516632080078,20,57,41.8,19.8,0.0,2,15,3,11,19,12,7,14
372,12,16,0,18.83429718017578,17,48,41.3,19.5,0.0,2,15,3,14,11,24,11,14
780,24,16,0,19.722789764404297,19,46,42.0,19.8,0.0,2,15,3,14,12,22,14,0
678,22,16,0,19.83683204650879,14,34,41.8,19.8,0.0,2,15,3,0,24,9,14,8
271,9,17,0,1.7994253635406494,2,70,41.8,19.8,0.0,3,19,3,8,9,3,8,8
67,3,17,0,2.807182788848877,1,57,41.3,19.5,0.0,3,19,3,8,9,30,8,10
934,30,17,0,3.001046657562256,4,44,41.3,19.5,0.0,3,19,3,10,3,31,8,4
985,31,17,0,3.6718058586120605,3,76,41.8,19.8,0.0,3,19,3,4,30,15,10,4
475,15,17,0,4.70425271987915,5,52,41.8,19.8,0.0,3,19,3,4,31,6,4,10
118,6,17,0,5.843382358551025,6,60,41.3,19.5,0.0,3,19,3,10,15,8,4,6
220,8,17,0,6.700684547424316,7,46,41.6,20.2,0.0,3,19,3,6,6,16,10,6
526,16,17,0,7.627782821655273,8,45,41.8,19.8,0.0,3,19,3,6,8,13,6,13
424,13,17,0,8.317354202270508,9,0,41.3,19.7,0.0,3,19,3,13,16,1,6,13
16,1,17,0,10.463913917541504,11,56,41.8,19.8,0.0,3,16,3,13,13,25,13,7
832,25,17,0,11.831162452697754,12,40,42.0,19.8,0.0,3,16,3,7,1,23,13,11
730,23,17,0,12.455155372619629,13,50,41.8,19.8,0.0,3,19,3,11,25,21,7,9
628,21,17,0,13.529289245605469,15,35,42.0,19.8,0.0,3,16,3,9,23,27,11,9
883,27,17,0,14.454622268676758,16,39,41.3,19.5,0.0,2,16,3,9,21,7,9,0
169,7,17,0,14.557973861694336,18,0,41.8,19.8,0.0,3,16,3,0,27,19,9,7
577,19,17,0,16.630998611450195,10,68,41.2,19.8,0.0,3,16,3,7,7,11,0,11
322,11,17,0,17.522022247314453,20,57,41.8,19.8,0.0,2,16,3,11,19,12,7,14
373,12,17,0,18.84717559814453,17,48,41.3,19.5,0.0,2,16,3,14,11,24,11,14
781,24,17,0,19.753686904907227,19,46,42.0,19.8,0.0,2,16,3,14,12,22,14,0
679,22,17,0,19.793472290039062,14,34,41.8,19.8,0.0,2,16,3,0,24,9,14,8
272,9,18,0,1.872957468032837,2,70,41.8,19.8,0.0,3,20,3,8,9,3,8,8
68,3,18,0,2.7427425384521484,1,57,41.3,19.5,0.0,3,20,3,8,9,30,8,10
935,30,18,0,3.354228973388672,4,44,41.3,19.5,0.0,3,20,3,10,3,31,8,4
986,31,18,0,3.6792569160461426,3,76,41.8,19.8,0.0,3,20,3,4,30,15,10,4
476,15,18,0,4.622793674468994,5,52,41.8,19.8,0.0,3,20,3,4,31,6,4,10
119,6,18,0,5.794170379638672,6,60,41.3,19.5,0.0,3,20,3,10,15,8,4,6
221,8,18,0,6.62458610534668,7,46,41.6,20.2,0.0,3,20,3,6,6,16,10,6
527,16,18,0,7.5354390144348145,8,45,41.8,19.8,0.0,3,20,3,6,8,13,6,13
425,13,18,0,7.954346656799316,9,0,41.3,19.7,0.0,3,20,3,13,16,1,6,13
17,1,18,0,10.469985961914062,11,56,41.8,19.8,0.0,3,17,3,13,13,25,13,7
833,25,18,0,12.14342975616455,12,40,42.0,19.8,0.0,3,17,3,7,1,23,13,11
731,23,18,0,12.617414474487305,13,50,41.8,19.8,0.0,3,20,3,11,25,21,7,9
629,21,18,0,13.495171546936035,15,35,42.0,19.8,0.0,3,17,3,9,23,27,11,9
884,27,18,0,14.487228393554688,16,39,41.3,19.5,0.0,2,17,3,9,21,7,9,0
170,7,18,0,14.702043533325195,18,0,41.8,19.8,0.0,3,17,3,0,27,12,9,14
374,12,18,0,16.731895446777344,17,48,41.3,19.5,0.0,2,17,3,14,7,19,0,7
578,19,18,0,16.832244873046875,10,68,41.2,19.8,0.0,3,17,3,7,12,11,14,11
323,11,18,0,18.154020309448242,20,57,41.8,19.8,0.0,2,17,3,11,19,24,7,14
782,24,18,0,19.620195388793945,19,46,42.0,19.8,0.0,2,17,3,14,11,22,11,0
680,22,18,0,19.68045997619629,14,34,41.8,19.8,0.0,2,17,3,0,24,9,14,8
273,9,19,0,2.0388002395629883,2,70,41.8,19.8,0.0,3,21,3,8,9,3,8,8
69,3,19,0,2.764808177947998,1,57,41.3,19.5,0.0,3,21,3,8,9,30,8,10
936,30,19,0,3.1150412559509277,4,44,41.3,19.5,0.0,3,21,3,10,3,31,8,4
987,31,19,0,3.803678035736084,3,76,41.8,19.8,0.0,3,21,3,4,30,15,10,4
477,15,19,0,4.556828498840332,5,52,41.8,19.8,0.0,3,21,3,4,31,6,4,10
120,6,19,0,5.763777732849121,6,60,41.3,19.5,0.0,3,21,3,10,15,8,4,6
222,8,19,0,6.619555950164795,7,46,41.6,20.2,0.0,3,21,3,6,6,16,10,6
528,16,19,0,7.470772743225098,8,45,41.8,19.8,0.0,3,21,3,6,8,13,6,13
426,13,19,0,8.34165096282959,9,0,41.3,19.7,0.0,3,21,3,13,16,1,6,13
18,1,19,0,10.617616653442383,11,56,41.8,19.8,0.0,3,18,3,13,13,25,13,7
834,25,19,0,12.152935981750488,12,40,42.0,19.8,0.0,3,18,3,7,1,23,13,11
732,23,19,0,12.580498695373535,13,50,41.8,19.8,0.0,3,21,3,11,25,21,7,9
630,21,19,0,13.836552619934082,15,35,42.0,19.8,0.0,3,18,3,9,23,7,11,0
171,7,19,0,14.424955368041992,18,0,41.8,19.8,0.0,3,18,3,0,21,27,9,9
885,27,19,0,14.779064178466797,16,39,41.3,19.5,0.0,2,18,3,9,7,19,0,7
579,19,19,0,16.81454849243164,10,68,41.2,19.8,0.0,3,18,3,7,27,11,9,11
324,11,19,0,17.473751068115234,20,57,41.8,19.8,0.0,2,18,3,11,19,12,7,14
375,12,19,0,18.637508392333984,17,48,41.3,19.5,0.0,2,18,3,14,11,24,11,14
783,24,19,0,19.729896545410156,19,46,42.0,19.8,0.0,2,18,3,14,12,22,14,0
681,22,19,0,19.994972229003906,14,34,41.8,19.8,0.0,2,18,3,0,24,9,14,8
274,9,20,0,2.074401378631592,2,70,41.8,19.8,0.0,3,22,3,8,9,3,8,8
70,3,20,0,2.824273109436035,1,57,41.3,19.5,0.0,3,22,3,8,9,30,8,10
937,30,20,0,3.0455641746520996,4,44,41.3,19.5,0.0,3,22,3,10,3,31,8,4
988,31,20,0,3.740278720855713,3,76,41.8,19.8,0.0,3,22,3,4,30,15,10,4
478,15,20,0,4.552180290222168,5,52,41.8,19.8,0.0,3,22,3,4,31,6,4,10
121,6,20,0,5.764564037322998,6,60,41.3,19.5,0.0,3,22,3,10,15,8,4,6
223,8,20,0,6.620563983917236,7,46,41.6,20.2,0.0,3,22,3,6,6,16,10,6
529,16,20,0,7.462309837341309,8,45,41.8,19.8,0.0,3,22,3,6,8,13,6,13
427,13,20,0,8.162322044372559,9,0,41.3,19.7,0.0,3,22,3,13,16,1,6,13
19,1,20,0,10.62480354309082,11,56,41.8,19.8,0.0,3,19,3,13,13,25,13,7
835,25,20,0,12.158671379089355,12,40,42.0,19.8,0.0,3,19,3,7,1,23,13,11
733,23,20,0,12.613875389099121,13,50,41.8,19.8,0.0,3,22,3,11,25,21,7,9
631,21,20,0,13.676732063293457,15,35,42.0,19.8,0.0,3,19,3,9,23,7,11,0
172,7,20,0,14.451141357421875,18,0,41.8,19.8,0.0,3,19,3,0,21,27,9,9
886,27,20,0,14.625194549560547,16,39,41.3,19.5,0.0,2,19,3,9,7,19,0,7
580,19,20,0,16.847272872924805,10,68,41.2,19.8,0.0,3,19,3,7,27,11,9,11
325,11,20,0,17.520278930664062,20,57,41.8,19.8,0.0,2,19,3,11,19,12,7,14
376,12,20,0,19.051328659057617,17,48,41.3,19.5,0.0,2,19,3,14,11,24,11,14
784,24,20,0,19.91094207763672,19,46,42.0,19.8,0.0,2,19,3,14,12,22,14,0
682,22,20,0,19.95752716064453,14,34,41.8,19.8,0.0,2,19,3,0,24,9,14,8
275,9,21,0,2.006659984588623,2,70,41.8,19.8,0.0,3,23,3,8,9,3,8,8
71,3,21,0,2.810622215270996,1,57,41.3,19.5,0.0,3,23,3,8,9,30,8,10
938,30,21,0,3.0091700553894043,4,44,41.3,19.5,0.0,3,23,3,10,3,31,8,4
989,31,21,0,3.747044086456299,3,76,41.8,19.8,0.0,3,23,3,4,30,15,10,4
479,15,21,0,4.5526275634765625,5,52,41.8,19.8,0.0,3,23,3,4,31,6,4,10
122,6,21,0,5.735402584075928,6,60,41.3,19.5,0.0,3,23,3,10,15,8,4,6
224,8,21,0,6.602025985717773,7,46,41.6,20.2,0.0,3,23,3,6,6,16,10,6
530,16,21,0,7.465721130371094,8,45,41.8,19.8,0.0,3,23,3,6,8,13,6,13
428,13,21,0,8.015899658203125,9,0,41.3,19.7,0.0,3,23,3,13,16,1,6,13
20,1,21,0,10.636175155639648,11,56,41.8,19.8,0.0,3,20,3,13,13,25,13,7
836,25,21,0,12.184309959411621,12,40,42.0,19.8,0.0,3,20,3,7,1,23,13,11
734,23,21,0,12.654641151428223,13,50,41.8,19.8,0.0,3,23,3,11,25,21,7,9
632,21,21,0,13.724133491516113,15,35,42.0,19.8,0.0,3,20,3,9,23,7,11,0
173,7,21,0,14.380755424499512,18,0,41.8,19.8,0.0,3,20,3,0,21,27,9,9
887,27,21,0,14.667140007019043,16,39,41.3,19.5,0.0,2,20,3,9,7,19,0,7
581,19,21,0,16.851993560791016,10,68,41.2,19.8,0.0,3,20,3,7,27,11,9,11
326,11,21,0,17.67748260498047,20,57,41.8,19.8,0.0,2,20,3,11,19,12,7,14
377,12,21,0,18.989242553710938,17,48,41.3,19.5,0.0,2,20,3,14,11,22,11,0
683,22,21,0,19.916141510009766,14,34,41.8,19.8,0.0,2,20,3,0,12,24,14,14
785,24,21,0,19.93208885192871,19,46,42.0,19.8,0.0,2,20,3,14,22,9,0,8
276,9,22,0,2.020023822784424,2,70,41.8,19.8,0.0,3,24,3,8,9,3,8,8
72,3,22,0,2.746229887008667,1,57,41.3,19.5,0.0,3,24,3,8,9,30,8,10
939,30,22,0,3.3132357597351074,4,44,41.3,19.5,0.0,3,24,3,10,3,31,8,4
990,31,22,0,3.7986836433410645,3,76,41.8,19.8,0.0,3,24,3,4,30,15,10,4
480,15,22,0,4.44763708114624,5,52,41.8,19.8,0.0,3,24,3,4,31,6,4,10
123,6,22,0,5.682163715362549,6,60,41.3,19.5,0.0,3,24,3,10,15,8,4,6
225,8,22,0,6.533238410949707,7,46,41.6,20.2,0.0,3,24,3,6,6,16,10,6
531,16,22,0,7.366924285888672,8,45,41.8,19.8,0.0,3,24,3,6,8,13,6,13
429,13,22,0,7.63405179977417,9,0,41.3,19.7,0.0,3,24,3,13,16,1,6,13
21,1,22,0,10.611211776733398,11,56,41.8,19.8,0.0,3,21,3,13,13,25,13,7
837,25,22,0,12.511831283569336,12,40,42.0,19.8,0.0,3,21,3,7,1,23,13,11
735,23,22,0,12.808919906616211,13,50,41.8,19.8,0.0,3,24,3,11,25,21,7,9
633,21,22,0,13.656314849853516,15,35,42.0,19.8,0.0,3,21,3,9,23,7,11,0
174,7,22,0,14.433138847351074,18,0,41.8,19.8,0.0,3,21,3,0,21,27,9,9
888,27,22,0,14.6851224899292,16,39,41.3,19.5,0.0,2,21,3,9,7,12,0,14
378,12,22,0,16.708730697631836,17,48,41.3,19.5,0.0,2,21,3,14,27,19,9,7
582,19,22,0,16.9686279296875,10,68,41.2,19.8,0.0,3,21,3,7,12,11,14,11
327,11,22,0,18.16714096069336,20,57,41.8,19.8,0.0,2,21,3,11,19,24,7,14
786,24,22,0,19.795766830444336,19,46,42.0,19.8,0.0,2,21,3,14,11,22,11,0
684,22,22,0,19.847064971923828,14,34,41.8,19.8,0.0,2,21,3,0,24,9,14,8
277,9,23,0,2.140717029571533,2,70,41.8,19.8,0.0,3,25,3,8,9,3,8,8
73,3,23,0,2.758852481842041,1,57,41.3,19.5,0.0,3,25,3,8,9,30,8,10
940,30,23,0,3.09053897857666,4,44,41.3,19.5,0.0,3,25,3,10,3,31,8,4
991,31,23,0,3.9563965797424316,3,76,41.8,19.8,0.0,3,25,3,4,30,15,10,4
481,15,23,0,4.327210426330566,5,52,41.8,19.8,0.0,3,25,3,4,31,6,4,10
124,6,23,0,5.64553165435791,6,60,41.3,19.5,0.0,3,25,3,10,15,8,4,6
226,8,23,0,6.521820545196533,7,46,41.6,20.2,0.0,3,25,3,6,6,16,10,6
532,16,23,0,7.294181823730469,8,45,41.8,19.8,0.0,3,25,3,6,8,13,6,13
430,13,23,0,8.03469467163086,9,0,41.3,19.7,0.0,3,25,3,13,16,1,6,13
22,1,23,0,10.77457332611084,11,56,41.8,19.8,0.0,3,22,3,13,13,25,13,7
838,25,23,0,12.481339454650879,12,40,42.0,19.8,0.0,3,22,3,7,1,23,13,11
736,23,23,0,12.737700462341309,13,50,41.8,19.8,0.0,3,25,3,11,25,21,7,9
634,21,23,0,14.055130004882812,15,35,42.0,19.8,0.0,3,22,3,9,23,7,11,0
175,7,23,0,14.261960983276367,18,0,41.8,19.8,0.0,3,22,3,0,21,27,9,9
889,27,23,0,15.020589828491211,16,39,41.3,19.5,0.0,2,22,3,9,7,19,0,7
583,19,23,0,16.906782150268555,10,68,41.2,19.8,0.0,3,22,3,7,27,11,9,11
328,11,23,0,17.597084045410156,20,57,41.8,19.8,0.0,2,22,3,11,19,12,7,14
379,12,23,0,18.83297348022461,17,48,41.3,19.5,0.0,2,22,3,14,11,24,11,14
787,24,23,0,19.96871566772461,19,46,42.0,19.8,0.0,2,22,3,14,12,22,14,0
685,22,23,0,19.98813819885254,14,34,41.8,19.8,0.0,2,22,3,0,24,9,14,8
278,9,24,0,2.1613945960998535,2,70,41.8,19.8,0.0,3,26,3,8,9,3,8,8
74,3,24,0,2.813936233520508,1,57,41.3,19.5,0.0,3,26,3,8,9,30,8,10
941,30,24,0,3.025129795074463,4,44,41.3,19.5,0.0,3,26,3,10,3,31,8,4
992,31,24,0,3.884054660797119,3,76,41.8,19.8,0.0,3,26,3,4,30,15,10,4
482,15,24,0,4.28965425491333,5,52,41.8,19.8,0.0,3,26,3,4,31,6,4,10
125,6,24,0,5.640782833099365,6,60,41.3,19.5,0.0,3,26,3,10,15,8,4,6
227,8,24,0,6.530412673950195,7,46,41.6,20.2,0.0,3,26,3,6,6,16,10,6
533,16,24,0,7.2800493240356445,8,45,41.8,19.8,0.0,3,26,3,6,8,13,6,13
431,13,24,0,7.8139214515686035,9,0,41.3,19.7,0.0,3,26,3,13,16,1,6,13
23,1,24,0,10.774139404296875,11,56,41.8,19.8,0.0,3,23,3,13,13,25,13,7
839,25,24,0,12.495092391967773,12,40,42.0,19.8,0.0,3,23,3,7,1,23,13,11
737,23,24,0,12.777482986450195,13,50,41.8,19.8,0.0,3,26,3,11,25,21,7,9
635,21,24,0,13.808198928833008,15,35,42.0,19.8,0.0,3,23,3,9,23,7,11,0
176,7,24,0,14.331302642822266,18,0,41.8,19.8,0.0,3,23,3,0,21,27,9,9
890,27,24,0,14.774569511413574,16,39,41.3,19.5,0.0,2,23,3,9,7,19,0,7
584,19,24,0,16.870901107788086,10,68,41.2,19.8,0.0,3,23,3,7,27,11,9,11
329,11,24,0,17.582050323486328,20,57,41.8,19.8,0.0,2,23,3,11,19,12,7,14
380,12,24,0,19.187740325927734,17,48,41.3,19.5,0.0,2,23,3,14,11,22,11,0
686,22,24,0,20.02257537841797,14,34,41.8,19.8,0.0,2,23,3,0,12,24,14,14
788,24,24,0,20.04771614074707,19,46,42.0,19.8,0.0,2,23,3,14,22,9,0,8
279,9,25,0,2.0911765098571777,2,70,41.8,19.8,0.0,3,27,3,8,9,3,8,8
75,3,25,0,2.8082942962646484,1,57,41.3,19.5,0.0,3,27,3,8,9,30,8,10
942,30,25,0,2.9860363006591797,4,44,41.3,19.5,0.0,3,27,3,10,3,31,8,4
993,31,25,0,3.9276652336120605,3,76,41.8,19.8,0.0,3,27,3,4,30,15,10,4
483,15,25,0,4.283057689666748,5,52,41.8,19.8,0.0,3,27,3,4,31,6,4,10
126,6,25,0,5.6117167472839355,6,60,41.3,19.5,0.0,3,27,3,10,15,8,4,6
228,8,25,0,6.529758930206299,7,46,41.6,20.2,0.0,3,27,3,6,6,16,10,6
534,16,25,0,7.28201961517334,8,45,41.8,19.8,0.0,3,27,3,6,8,13,6,13
432,13,25,0,7.65743350982666,9,0,41.3,19.7,0.0,3,27,3,13,16,1,6,13
24,1,25,0,10.800492286682129,11,56,41.8,19.8,0.0,3,24,3,13,13,25,13,7
840,25,25,0,12.54638671875,12,40,42.0,19.8,0.0,3,24,3,7,1,23,13,11
738,23,25,0,12.834709167480469,13,50,41.8,19.8,0.0,3,27,3,11,25,21,7,9
636,21,25,0,13.882946968078613,15,35,42.0,19.8,0.0,3,24,3,9,23,7,11,0
177,7,25,0,14.234773635864258,18,0,41.8,19.8,0.0,3,24,3,0,21,27,9,9
891,27,25,0,14.837567329406738,16,39,41.3,19.5,0.0,2,24,3,9,7,19,0,7
585,19,25,0,16.889019012451172,10,68,41.2,19.8,0.0,3,24,3,7,27,11,9,11
330,11,25,0,17.745960235595703,20,57,41.8,19.8,0.0,2,24,3,11,19,12,7,14
381,12,25,0,19.05646324157715,17,48,41.3,19.5,0.0,2,24,3,14,11,24,11,14
789,24,25,0,19.99141502380371,19,46,42.0,19.8,0.0,2,24,3,14,12,22,14,0
687,22,25,0,20.001089096069336,14,34,41.8,19.8,0.0,2,24,3,0,24,9,14,8
280,9,26,0,2.099997043609619,2,70,41.8,19.8,0.0,3,28,3,8,9,3,8,8
76,3,26,0,2.7533812522888184,1,57,41.3,19.5,0.0,3,28,3,8,9,30,8,10
943,30,26,0,3.2791872024536133,4,44,41.3,19.5,0.0,3,28,3,10,3,31,8,4
994,31,26,0,4.002867698669434,3,76,41.8,19.8,0.0,3,28,3,4,30,15,10,4
484,15,26,0,4.175500392913818,5,52,41.8,19.8,0.0,3,28,3,4,31,6,4,10
127,6,26,0,5.556844711303711,6,60,41.3,19.5,0.0,3,28,3,10,15,8,4,6
229,8,26,0,6.49004602432251,7,46,41.6,20.2,0.0,3,28,3,6,6,16,10,6
535,16,26,0,7.185558319091797,8,45,41.8,19.8,0.0,3,28,3,6,8,13,6,13
433,13,26,0,7.291053295135498,9,0,41.3,19.7,0.0,3,28,3,13,16,1,6,13
25,1,26,0,10.783265113830566,11,56,41.8,19.8,0.0,3,25,3,13,13,25,13,7
841,25,26,0,12.897368431091309,12,40,42.0,19.8,0.0,3,25,3,7,1,23,13,11
739,23,26,0,13.010123252868652,13,50,41.8,19.8,0.0,3,28,3,11,25,21,7,9
637,21,26,0,13.800265312194824,15,35,42.0,19.8,0.0,3,25,3,9,23,7,11,0
178,7,26,0,14.309412956237793,18,0,41.8,19.8,0.0,3,25,3,0,21,27,9,9
892,27,26,0,14.783446311950684,16,39,41.3,19.5,0.0,2,25,3,9,7,12,0,14
382,12,26,0,16.591028213500977,17,48,41.3,19.5,0.0,2,25,3,14,27,19,9,7
586,19,26,0,16.939603805541992,10,68,41.2,19.8,0.0,3,25,3,7,12,11,14,11
331,11,26,0,18.167564392089844,20,57,41.8,19.8,0.0,2,25,3,11,19,22,7,0
688,22,26,0,19.843015670776367,14,34,41.8,19.8,0.0,2,25,3,0,11,24,11,14
790,24,26,0,19.98495101928711,19,46,42.0,19.8,0.0,2,25,3,14,22,9,0,8
281,9,27,0,2.209094524383545,2,70,41.8,19.8,0.0,3,29,3,8,9,3,8,8
77,3,27,0,2.7642664909362793,1,57,41.3,19.5,0.0,3,29,3,8,9,30,8,10
944,30,27,0,3.061262607574463,4,44,41.3,19.5,0.0,3,29,3,10,3,15,8,4
485,15,27,0,4.108434677124023,5,52,41.8,19.8,0.0,3,29,3,4,30,31,10,4
995,31,27,0,4.179762363433838,3,76,41.8,19.8,0.0,3,29,3,4,15,6,4,10
128,6,27,0,5.512576103210449,6,60,41.3,19.5,0.0,3,29,3,10,31,8,4,6
230,8,27,0,6.494854927062988,7,46,41.6,20.2,0.0,3,29,3,6,6,16,10,6
536,16,27,0,7.125800132751465,8,45,41.8,19.8,0.0,3,29,3,6,8,13,6,13
434,13,27,0,7.704819679260254,9,0,41.3,19.7,0.0,3,29,3,13,16,1,6,13
26,1,27,0,10.982358932495117,11,56,41.8,19.8,0.0,3,26,3,13,13,25,13,7
842,25,27,0,12.837641716003418,12,40,42.0,19.8,0.0,3,26,3,7,1,23,13,11
740,23,27,0,12.942044258117676,13,50,41.8,19.8,0.0,3,29,3,11,25,7,7,0
179,7,27,0,14.083436965942383,18,0,41.8,19.8,0.0,3,26,3,0,23,21,11,9
638,21,27,0,14.270370483398438,15,35,42.0,19.8,0.0,3,26,3,9,7,27,0,9
893,27,27,0,15.159167289733887,16,39,41.3,19.5,0.0,2,26,3,9,21,19,9,7
587,19,27,0,16.966203689575195,10,68,41.2,19.8,0.0,3,26,3,7,27,11,9,11
332,11,27,0,17.702539443969727,20,57,41.8,19.8,0.0,2,26,3,11,19,12,7,14
383,12,27,0,18.491769790649414,17,48,41.3,19.5,0.0,2,26,3,14,11,22,11,0
689,22,27,0,19.992881774902344,14,34,41.8,19.8,0.0,2,26,3,0,12,24,14,14
791,24,27,0,20.014366149902344,19,46,42.0,19.8,0.0,2,26,3,14,22,9,0,8
282,9,28,0,2.2184548377990723,2,70,41.8,19.8,0.0,3,30,3,8,9,3,8,8
78,3,28,0,2.814040184020996,1,57,41.3,19.5,0.0,3,30,3,8,9,30,8,10
945,30,28,0,3.0141077041625977,4,44,41.3,19.5,0.0,3,30,3,10,3,31,8,4
996,31,28,0,4.0809855461120605,3,76,41.8,19.8,0.0,3,30,3,4,30,15,10,4
486,15,28,0,4.1414594650268555,5,52,41.8,19.8,0.0,3,30,3,4,31,6,4,10
129,6,28,0,5.498579025268555,6,60,41.3,19.5,0.0,3,30,3,10,15,8,4,6
231,8,28,0,6.528409004211426,7,46,41.6,20.2,0.0,3,30,3,6,6,16,10,6
537,16,28,0,7.132388591766357,8,45,41.8,19.8,0.0,3,30,3,6,8,13,6,13
435,13,28,0,7.477595806121826,9,0,41.3,19.7,0.0,3,30,3,13,16,1,6,13
27,1,28,0,10.965415954589844,11,56,41.8,19.8,0.0,3,27,3,13,13,25,13,7
843,25,28,0,12.845928192138672,12,40,42.0,19.8,0.0,3,27,3,7,1,23,13,11
741,23,28,0,12.975171089172363,13,50,41.8,19.8,0.0,3,30,3,11,25,21,7,9
639,21,28,0,13.98246955871582,15,35,42.0,19.8,0.0,3,27,3,9,23,7,11,0
180,7,28,0,14.208005905151367,18,0,41.8,19.8,0.0,3,27,3,0,21,27,9,9
894,27,28,0,14.810744285583496,16,39,41.3,19.5,0.0,2,27,3,9,7,19,0,7
588,19,28,0,16.918779373168945,10,68,41.2,19.8,0.0,3,27,3,7,27,11,9,11
333,11,28,0,17.658525466918945,20,57,41.8,19.8,0.0,2,27,3,11,19,12,7,14
384,12,28,0,19.332386016845703,17,48,41.3,19.5,0.0,2,27,3,14,11,22,11,0
690,22,28,0,20.040119171142578,14,34,41.8,19.8,0.0,2,27,3,0,12,24,14,14
792,24,28,0,20.054534912109375,19,46,42.0,19.8,0.0,2,27,3,14,22,9,0,8
283,9,29,0,2.142681121826172,2,70,41.8,19.8,0.0,3,31,3,8,9,3,8,8
79,3,29,0,2.7974987030029297,1,57,41.3,19.5,0.0,3,31,3,8,9,30,8,10
946,30,29,0,2.9877872467041016,4,44,41.3,19.5,0.0,3,31,3,10,3,31,8,4
997,31,29,0,4.125123500823975,3,76,41.8,19.8,0.0,3,31,3,4,30,15,10,4
487,15,29,0,4.170260429382324,5,52,41.8,19.8,0.0,3,31,3,4,31,6,4,10
130,6,29,0,5.452205657958984,6,60,41.3,19.5,0.0,3,31,3,10,15,8,4,6
232,8,29,0,6.555511474609375,7,46,41.6,20.2,0.0,3,31,3,6,6,16,10,6
538,16,29,0,7.160070419311523,8,45,41.8,19.8,0.0,3,31,3,6,8,13,6,13
436,13,29,0,7.3406548500061035,9,0,41.3,19.7,0.0,3,31,3,13,16,1,6,13
28,1,29,0,10.98766803741455,11,56,41.8,19.8,0.0,3,28,3,13,13,25,13,7
844,25,29,0,12.907732009887695,12,40,42.0,19.8,0.0,3,28,3,7,1,23,13,11
742,23,29,0,13.04887866973877,13,50,41.8,19.8,0.0,3,31,3,11,25,7,7,0
181,7,29,0,14.080138206481934,18,0,41.8,19.8,0.0,3,28,3,0,23,21,11,9
640,21,29,0,14.125679969787598,15,35,42.0,19.8,0.0,3,28,3,9,7,27,0,9
895,27,29,0,14.903573989868164,16,39,41.3,19.5,0.0,2,28,3,9,21,19,9,7
589,19,29,0,16.982656478881836,10,68,41.2,19.8,0.0,3,28,3,7,27,11,9,11
334,11,29,0,17.838090896606445,20,57,41.8,19.8,0.0,2,28,3,11,19,12,7,14
385,12,29,0,19.173797607421875,17,48,41.3,19.5,0.0,2,28,3,14,11,22,11,0
691,22,29,0,19.943706512451172,14,34,41.8,19.8,0.0,2,28,3,0,12,24,14,14
793,24,29,0,19.95709800720215,19,46,42.0,19.8,0.0,2,28,3,14,22,9,0,8
284,9,30,0,2.1321020126342773,2,70,41.8,19.8,0.0,3,32,3,8,9,3,8,8
80,3,30,0,2.7186553478240967,1,57,41.3,19.5,0.0,3,32,3,8,9,30,8,10
947,30,30,0,3.2959046363830566,4,44,41.3,19.5,0.0,3,32,3,10,3,15,8,4
488,15,30,0,4.084143161773682,5,52,41.8,19.8,0.0,3,32,3,4,30,31,10,4
998,31,30,0,4.180443286895752,3,76,41.8,19.8,0.0,3,32,3,4,15,6,4,10
131,6,30,0,5.366530418395996,6,60,41.3,19.5,0.0,3,32,3,10,31,8,4,6
233,8,30,0,6.539392471313477,7,46,41.6,20.2,0.0,3,32,3,6,6,13,10,13
437,13,30,0,7.024413108825684,9,0,41.3,19.7,0.0,3,32,3,13,8,16,6,6
539,16,30,0,7.095015048980713,8,45,41.8,19.8,0.0,3,32,3,6,13,1,13,13
29,1,30,0,10.955262184143066,11,56,41.8,19.8,0.0,3,29,3,13,16,23,6,11
743,23,30,0,13.199728012084961,13,50,41.8,19.8,0.0,3,32,3,11,1,25,13,7
